code,name,sector,theme,sector_theme,source,source_url,asof_kst
253450,스튜디오드래곤,"영화, 비디오물, 방송프로그램 제작 및 배급업",드라마 제작·판매,"영화, 비디오물, 방송프로그램 제작 및 배급업 / 드라마 제작·판매",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
253590,네오셈,특수 목적용 기계 제조업,반도체 검사장비,특수 목적용 기계 제조업 / 반도체 검사장비,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
253610,루트락,기타 전문 도매업,인공슬관절·척추 임플란트(의료기기 도·소매),기타 전문 도매업 / 인공슬관절·척추 임플란트(의료기기 도·소매),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
253840,수젠텍,의료용품 및 기타 의약 관련제품 제조업,체외진단 기기 및 시약,의료용품 및 기타 의약 관련제품 제조업 / 체외진단 기기 및 시약,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
254120,자비스,특수 목적용 기계 제조업,자동엑스레이검사장비,특수 목적용 기계 제조업 / 자동엑스레이검사장비,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
254160,제이엠멀티,제재 및 목재 가공업,목재 데크로드 시스템,제재 및 목재 가공업 / 목재 데크로드 시스템,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
254490,미래반도체,기타 전문 도매업,반도체,기타 전문 도매업 / 반도체,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
255220,SG,기타 비금속 광물제품 제조업,아스콘,기타 비금속 광물제품 제조업 / 아스콘,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
255440,야스,특수 목적용 기계 제조업,OLED 증착기·OLED 증착원,특수 목적용 기계 제조업 / OLED 증착기·OLED 증착원,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
256150,한독크린텍,일반 목적용 기계 제조업,정수기 필터,일반 목적용 기계 제조업 / 정수기 필터,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
256630,포인트엔지니어링,기타 금속 가공제품 제조업,디스플레이 및 반도체 장비 부품,기타 금속 가공제품 제조업 / 디스플레이 및 반도체 장비 부품,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
256840,한국비엔씨,기초 의약물질 제조업,필러 등 생체재료의료물질 개발,기초 의약물질 제조업 / 필러 등 생체재료의료물질 개발,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
256940,킵스파마,의약품 제조업,OLED 마스크 인장기,의약품 제조업 / OLED 마스크 인장기,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
257370,피엔티엠에스,특수 목적용 기계 제조업,2차전지 분리막 제조설비·디스플레이용 생산설비,특수 목적용 기계 제조업 / 2차전지 분리막 제조설비·디스플레이용 생산설비,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
257720,실리콘투,상품 종합 도매업,화장품 유통,상품 종합 도매업 / 화장품 유통,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
258050,테크트랜스,기타 금속 가공제품 제조업,비철금속표면처리장비 및 솔루션,기타 금속 가공제품 제조업 / 비철금속표면처리장비 및 솔루션,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
258610,케일럼,"구조용 금속제품, 탱크 및 증기발생기 제조업",지열발전설비·항공기MRO·항공부품제조,"구조용 금속제품, 탱크 및 증기발생기 제조업 / 지열발전설비·항공기MRO·항공부품제조",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
258790,소프트캠프,소프트웨어 개발 및 공급업,통합보안솔루션,소프트웨어 개발 및 공급업 / 통합보안솔루션,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
258830,세종메디칼,의료용 기기 제조업,복강경수술용 투관침 등,의료용 기기 제조업 / 복강경수술용 투관침 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
259630,엠플러스,특수 목적용 기계 제조업,이차전지 자동화 조립설비,특수 목적용 기계 제조업 / 이차전지 자동화 조립설비,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
259960,크래프톤,소프트웨어 개발 및 공급업,<배틀그라운드> 등 게임 소프트웨어,소프트웨어 개발 및 공급업 / <배틀그라운드> 등 게임 소프트웨어,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
260660,알리코제약,의료용품 및 기타 의약 관련제품 제조업,완제 의약품,의료용품 및 기타 의약 관련제품 제조업 / 완제 의약품,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
260870,SK시그넷,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기차 충전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업 / 전기차 충전기",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
260930,씨티케이,기타 화학제품 제조업,완제 화장품 (색조 및 기초),기타 화학제품 제조업 / 완제 화장품 (색조 및 기초),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
260970,에스앤디,기타 식품 제조업,일반기능식품소재·건강기능식품소재,기타 식품 제조업 / 일반기능식품소재·건강기능식품소재,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
261200,덴티스,의료용 기기 제조업,임플란트외,의료용 기기 제조업 / 임플란트외,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
261520,이지스,소프트웨어 개발 및 공급업,디지털트윈 플랫폼,소프트웨어 개발 및 공급업 / 디지털트윈 플랫폼,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
261780,아리바이오LAB,자연과학 및 공학 연구개발업,백신 및 면역증강제 등,자연과학 및 공학 연구개발업 / 백신 및 면역증강제 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
262260,에이프로,기타 전기장비 제조업,2차전지 장비 등(일반충방전기·고온가압 충방전기 등),기타 전기장비 제조업 / 2차전지 장비 등(일반충방전기·고온가압 충방전기 등),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
262840,아이퀘스트,소프트웨어 개발 및 공급업,패키지 ERP·구축형 ERP 등,소프트웨어 개발 및 공급업 / 패키지 ERP·구축형 ERP 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
263020,디케이앤디,플라스틱제품 제조업,합성피혁 및 부직포,플라스틱제품 제조업 / 합성피혁 및 부직포,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
263050,유틸렉스,기초 의약물질 제조업,면역항암 세포치료제·면역항암 항체치료제,기초 의약물질 제조업 / 면역항암 세포치료제·면역항암 항체치료제,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
263600,덕우전자,전자부품 제조업,카메라 모듈 부품,전자부품 제조업 / 카메라 모듈 부품,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
263690,디알젬,의료용 기기 제조업,진단용 엑스선 촬영장치 및 부분품·X-ray 제너레이터 외,의료용 기기 제조업 / 진단용 엑스선 촬영장치 및 부분품·X-ray 제너레이터 외,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
263700,케어랩스,광고업,헬스케어 미디어플랫폼·헬스케어 디지털마케팅·헬스케어 솔루션,광고업 / 헬스케어 미디어플랫폼·헬스케어 디지털마케팅·헬스케어 솔루션,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
263720,디앤씨미디어,"서적, 잡지 및 기타 인쇄물 출판업",웹소설 콘텐츠,"서적, 잡지 및 기타 인쇄물 출판업 / 웹소설 콘텐츠",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
263750,펄어비스,소프트웨어 개발 및 공급업,게임 개발 서비스(검은사막 및 붉은사막),소프트웨어 개발 및 공급업 / 게임 개발 서비스(검은사막 및 붉은사막),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
263770,유에스티,1차 철강 제조업,스테인레스강관,1차 철강 제조업 / 스테인레스강관,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
263800,데이타솔루션,기계장비 및 관련 물품 도매업,EMC스토리지·SPSS·SI,기계장비 및 관련 물품 도매업 / EMC스토리지·SPSS·SI,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
263810,상신전자,전자부품 제조업,노이즈필터(48.81%)·코일(19.33%)·리액터(10.75%),전자부품 제조업 / 노이즈필터(48.81%)·코일(19.33%)·리액터(10.75%),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
263860,지니언스,소프트웨어 개발 및 공급업,네트워크 접근 제어 솔루션(NAC)·단말기반 지능형 위협 탐지 대응 솔루션(EDR),소프트웨어 개발 및 공급업 / 네트워크 접근 제어 솔루션(NAC)·단말기반 지능형 위협 탐지 대응 솔루션(EDR),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
263920,휴엠앤씨,그외 기타 제품 제조업,유리용기·화장용 스펀지·퍼프,그외 기타 제품 제조업 / 유리용기·화장용 스펀지·퍼프,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
264450,유비쿼스,통신 및 방송 장비 제조업,스위치·FTTH,통신 및 방송 장비 제조업 / 스위치·FTTH,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
264660,씨앤지하이테크,특수 목적용 기계 제조업,약액혼합공급장치·화학약품재생장치,특수 목적용 기계 제조업 / 약액혼합공급장치·화학약품재생장치,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
264850,이랜시스,전자부품 제조업,비데도어락부품,전자부품 제조업 / 비데도어락부품,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
264900,크라운제과,"떡, 빵 및 과자류 제조업",비스킷·스낵·당과,"떡, 빵 및 과자류 제조업 / 비스킷·스낵·당과",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
265520,AP시스템,특수 목적용 기계 제조업,디스플레이 제조 장비,특수 목적용 기계 제조업 / 디스플레이 제조 장비,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
265560,영화테크,자동차 신품 부품 제조업,자동차 정션박스 등,자동차 신품 부품 제조업 / 자동차 정션박스 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
265740,엔에프씨,기타 화학제품 제조업,화장품 원료 제조 및 판매,기타 화학제품 제조업 / 화장품 원료 제조 및 판매,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
266170,레드우즈,"영화, 비디오물, 방송프로그램 제작 및 배급업",TV 드라마 등,"영화, 비디오물, 방송프로그램 제작 및 배급업 / TV 드라마 등",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
266350,팡스카이,소프트웨어 개발 및 공급업,게임 개발 및 리퍼블리싱,소프트웨어 개발 및 공급업 / 게임 개발 및 리퍼블리싱,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
266470,바이오인프라생명과학,자연과학 및 공학 연구개발업,I-FINDER(바이오마커 진단),자연과학 및 공학 연구개발업 / I-FINDER(바이오마커 진단),KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
267080,세븐브로이맥주,알코올음료 제조업,맥주 등 주류 및 음료,알코올음료 제조업 / 맥주 등 주류 및 음료,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
267250,HD현대,기타 금융업,지주회사,기타 금융업 / 지주회사,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
267260,HD현대일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",변압기·고압차단기·회전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업 / 변압기·고압차단기·회전기",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
267270,HD건설기계,특수 목적용 기계 제조업,굴삭기·지게차·휠로더 등,특수 목적용 기계 제조업 / 굴삭기·지게차·휠로더 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
267290,경동도시가스,연료용 가스 제조 및 배관공급업,도시가스,연료용 가스 제조 및 배관공급업 / 도시가스,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
267320,나인테크,특수 목적용 기계 제조업,이차전지 제조 장비,특수 목적용 기계 제조업 / 이차전지 제조 장비,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
267790,배럴,봉제의복 제조업,래쉬가드 및 워터스포츠 등,봉제의복 제조업 / 래쉬가드 및 워터스포츠 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
267850,아시아나IDT,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT 서비스·IT 솔루션,"컴퓨터 프로그래밍, 시스템 통합 및 관리업 / IT 서비스·IT 솔루션",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
267980,매일유업,동·식물성 유지 및 낙농제품 제조업,유제품(우유·분유·발효유,동·식물성 유지 및 낙농제품 제조업 / 유제품(우유·분유·발효유,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
268280,미원에스씨,기초 화학물질 제조업,에너지경화수지,기초 화학물질 제조업 / 에너지경화수지,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
269620,시스웍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",클린룸 제어시스템·BLDC모터·공조장치 제어기 등,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외 / 클린룸 제어시스템·BLDC모터·공조장치 제어기 등",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
270210,에스알바이오텍,기타 화학제품 제조업,화장품 제조 및 유통,기타 화학제품 제조업 / 화장품 제조 및 유통,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
270520,앱튼,"건축기술, 엔지니어링 및 관련 기술 서비스업",지열냉난방시스템,"건축기술, 엔지니어링 및 관련 기술 서비스업 / 지열냉난방시스템",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
270660,에브리봇,가정용 기기 제조업,물걸레 로봇청소기·흡입형 로봇청소기,가정용 기기 제조업 / 물걸레 로봇청소기·흡입형 로봇청소기,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
270870,뉴트리,기타 식품 제조업,에버콜라겐·지노마스터 등,기타 식품 제조업 / 에버콜라겐·지노마스터 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
271560,오리온,기타 식품 제조업,스낵 등 과자류,기타 식품 제조업 / 스낵 등 과자류,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
271830,팸텍,특수 목적용 기계 제조업,카메라모듈 검사장비·반도체 검사장비,특수 목적용 기계 제조업 / 카메라모듈 검사장비·반도체 검사장비,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
271940,일진하이솔루스,그외 기타 운송장비 제조업,수소승용용기·매연저감장치 등,그외 기타 운송장비 제조업 / 수소승용용기·매연저감장치 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
271980,제일약품,의약품 제조업,의약품,의약품 제조업 / 의약품,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
272110,케이엔제이,반도체 제조업,Edge Grinder·CVD-SiC Ring,반도체 제조업 / Edge Grinder·CVD-SiC Ring,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
272210,한화시스템,전자부품 제조업,정밀기기(육해공군관련전자제어시스템·열영상감시장비·탐지추적장치,전자부품 제조업 / 정밀기기(육해공군관련전자제어시스템·열영상감시장비·탐지추적장치,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
272290,이녹스첨단소재,전자부품 제조업,FPCB소재·반도체 및 디스플레이 소재,전자부품 제조업 / FPCB소재·반도체 및 디스플레이 소재,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
272450,진에어,항공 여객 운송업,여객·화물 등 항공운송,항공 여객 운송업 / 여객·화물 등 항공운송,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
272550,삼양패키징,플라스틱제품 제조업,PET 용기 및 아셉틱 OEM,플라스틱제품 제조업 / PET 용기 및 아셉틱 OEM,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
273060,와이즈버즈,광고업,광고대행,광고업 / 광고대행,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
273640,와이엠텍,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",계전기(EV Relay),"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업 / 계전기(EV Relay)",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
274090,켄코아에어로스페이스,"항공기,우주선 및 부품 제조업",항공가공품 및 조립품,"항공기,우주선 및 부품 제조업 / 항공가공품 및 조립품",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
274400,이노시뮬레이션,소프트웨어 개발 및 공급업,스마트 모빌리티 시뮬레이터·XR 가상훈련 시스템 등,소프트웨어 개발 및 공급업 / 스마트 모빌리티 시뮬레이터·XR 가상훈련 시스템 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
275630,에스에스알,소프트웨어 개발 및 공급업,취약점 진단 솔루션·모의해킹 컨설팅,소프트웨어 개발 및 공급업 / 취약점 진단 솔루션·모의해킹 컨설팅,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
276040,스코넥,소프트웨어 개발 및 공급업,XR 교육·훈련 시스템·VR 게임 콘텐츠 등,소프트웨어 개발 및 공급업 / XR 교육·훈련 시스템·VR 게임 콘텐츠 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
276240,엘리비젼,영상 및 음향기기 제조업,디지털 사이니지·키오스크 등,영상 및 음향기기 제조업 / 디지털 사이니지·키오스크 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
276730,한울앤제주,알코올음료 제조업,맥주,알코올음료 제조업 / 맥주,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
277070,린드먼아시아,신탁업 및 집합투자업,투자조합·PEF 결성 및 투자,신탁업 및 집합투자업 / 투자조합·PEF 결성 및 투자,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
277410,인산가,기타 식품 제조업,죽염 및 죽염응용식품,기타 식품 제조업 / 죽염 및 죽염응용식품,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
277810,레인보우로보틱스,특수 목적용 기계 제조업,협동로봇·천문마운트시스템·이족보행로봇 등,특수 목적용 기계 제조업 / 협동로봇·천문마운트시스템·이족보행로봇 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
277880,티에스아이,특수 목적용 기계 제조업,2차전지 장비(믹싱시스템·믹싱제작품·믹싱 공사,특수 목적용 기계 제조업 / 2차전지 장비(믹싱시스템·믹싱제작품·믹싱 공사,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
278280,천보,기초 화학물질 제조업,디스플레이 소재·반도체 공정 소재·2차전지 소재,기초 화학물질 제조업 / 디스플레이 소재·반도체 공정 소재·2차전지 소재,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
278470,에이피알,기타 화학제품 제조업,화장품·피부미용기기 등,기타 화학제품 제조업 / 화장품·피부미용기기 등,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
278650,HLB바이오스텝,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가,자연과학 및 공학 연구개발업 / 비임상실험 유효성(약리)평가,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
278990,EMB,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",태양광ESS·휴대폰 액세서리,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업 / 태양광ESS·휴대폰 액세서리",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
279060,이노벡스,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2차전지활성화공정장비·TAS(지하철터널내영상광고장치)·WING TV(회전식 LED바를 이용한 영…,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외 / 2차전지활성화공정장비·TAS(지하철터널내영상광고장치)·WING TV(회전식 LED바를 이용한 영…",KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
279570,케이뱅크,은행 및 저축기관,은행 및 저축기관,은행 및 저축기관 / 은행 및 저축기관,KRX_KIND_LISTED_COMPANY,https://kind.krx.co.kr/corpgeneral/corpList.do?method=download&searchType=13,2026-07-18T19:41:51+09:00
