ticker,name,market,source_status,source_version,source_classification,single_blocker_ticker,corp_code,corp_name_dart,audit_start_date,audit_end_date,requested_lookback_days,chunk_count,dart_list_api_calls,dart_report_count,risk_report_count,supply_status,supply_level,risk_keywords,latest_risk_report_date,latest_risk_report_name,latest_risk_rcept_no,relief_report_match_count,evidence_reports_json,chunk_summaries_json,evidence_ref
013360,일성건설,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_NO_POSITIVE_BURDEN,FALSE,00146232,일성건설,2026-03-20,2026-09-15,180,2,2,25,0,OK,없음,,,,,0,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":14},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":11}]",V8100:DART_LIST_180D_EXACT_STOCK:013360
029780,삼성카드,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_POSITIVE_BURDEN,FALSE,00126292,삼성카드,2026-03-20,2026-09-15,180,2,2,78,2,OK,주의,주요주주변동,20260609,임원ㆍ주요주주특정증권등소유상황보고서,20260609000448,0,"[{""rcept_dt"":""20260609"",""rcept_no"":""20260609000448"",""report_nm"":""임원ㆍ주요주주특정증권등소유상황보고서"",""corp_name"":""삼성카드"",""keywords"":[""주요주주변동""],""severity"":1,""relief_flag"":false},{""rcept_dt"":""20260609"",""rcept_no"":""20260609000416"",""report_nm"":""임원ㆍ주요주주특정증권등소유상황보고서"",""corp_name"":""삼성카드"",""keywords"":[""주요주주변동""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":44},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":34}]",V8100:DART_LIST_180D_EXACT_STOCK:029780
063160,종근당바이오,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,00390055,종근당바이오,2026-03-20,2026-09-15,180,2,2,9,0,OK,없음,,,,,0,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":5},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":4}]",V8100:DART_LIST_180D_EXACT_STOCK:063160
066570,LG전자,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_POSITIVE_BURDEN,TRUE,00401731,LG전자,2026-03-20,2026-09-15,180,2,2,42,2,OK,주의,"대량보유,주요주주변동",20260611,임원ㆍ주요주주특정증권등소유상황보고서,20260611000049,1,"[{""rcept_dt"":""20260611"",""rcept_no"":""20260611000049"",""report_nm"":""임원ㆍ주요주주특정증권등소유상황보고서"",""corp_name"":""LG전자"",""keywords"":[""주요주주변동""],""severity"":1,""relief_flag"":false},{""rcept_dt"":""20260324"",""rcept_no"":""20260324000911"",""report_nm"":""주식등의대량보유상황보고서(일반)"",""corp_name"":""LG전자"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":27},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":15}]",V8100:DART_LIST_180D_EXACT_STOCK:066570
071840,롯데하이마트,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,00158307,롯데하이마트,2026-03-20,2026-09-15,180,2,2,28,0,OK,없음,,,,,0,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":13},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":15}]",V8100:DART_LIST_180D_EXACT_STOCK:071840
081000,일진다이아,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,00508274,일진다이아,2026-03-20,2026-09-15,180,2,2,4,0,OK,없음,,,,,0,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":3},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":1}]",V8100:DART_LIST_180D_EXACT_STOCK:081000
086280,현대글로비스,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_POSITIVE_BURDEN,TRUE,00360595,현대글로비스,2026-03-20,2026-09-15,180,2,2,33,2,OK,주의,"대량보유,주요주주변동",20260506,주식등의대량보유상황보고서(약식),20260506000274,0,"[{""rcept_dt"":""20260506"",""rcept_no"":""20260506000274"",""report_nm"":""주식등의대량보유상황보고서(약식)"",""corp_name"":""현대글로비스"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false},{""rcept_dt"":""20260324"",""rcept_no"":""20260324000553"",""report_nm"":""임원ㆍ주요주주특정증권등소유상황보고서"",""corp_name"":""현대글로비스"",""keywords"":[""주요주주변동""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":22},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":11}]",V8100:DART_LIST_180D_EXACT_STOCK:086280
088980,맥쿼리인프라,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_POSITIVE_BURDEN,FALSE,00435297,맥쿼리인프라,2026-03-20,2026-09-15,180,2,2,2,1,OK,주의,대량보유,20260402,주식등의대량보유상황보고서(약식),20260402003338,0,"[{""rcept_dt"":""20260402"",""rcept_no"":""20260402003338"",""report_nm"":""주식등의대량보유상황보고서(약식)"",""corp_name"":""맥쿼리인프라"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":2},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":0,""total_page_seen"":0,""report_count"":0}]",V8100:DART_LIST_180D_EXACT_STOCK:088980
100250,진양홀딩스,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,00646732,진양홀딩스,2026-03-20,2026-09-15,180,2,2,11,0,OK,없음,,,,,0,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":5},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":6}]",V8100:DART_LIST_180D_EXACT_STOCK:100250
241590,화승엔터프라이즈,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_NO_POSITIVE_BURDEN,FALSE,01128613,화승엔터프라이즈,2026-03-20,2026-09-15,180,2,2,13,0,OK,없음,,,,,0,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":9},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":4}]",V8100:DART_LIST_180D_EXACT_STOCK:241590
271940,일진하이솔루스,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_NO_POSITIVE_BURDEN,FALSE,00972503,일진하이솔루스,2026-03-20,2026-09-15,180,2,2,4,0,OK,없음,,,,,0,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":3},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":1}]",V8100:DART_LIST_180D_EXACT_STOCK:271940
271980,제일약품,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_POSITIVE_BURDEN,FALSE,01236897,제일약품,2026-03-20,2026-09-15,180,2,2,8,1,OK,주의,대량보유,20260430,주식등의대량보유상황보고서(일반),20260430001575,0,"[{""rcept_dt"":""20260430"",""rcept_no"":""20260430001575"",""report_nm"":""주식등의대량보유상황보고서(일반)"",""corp_name"":""제일약품"",""keywords"":[""대량보유""],""severity"":1,""relief_flag"":false}]","[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":7},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":1}]",V8100:DART_LIST_180D_EXACT_STOCK:271980
286940,롯데이노베이트,KOSPI,SOURCE_ONLY_READY,2026-09-15-v8.10.1-freeze-complete-supply-evidence-and-dry-run,COMPLETE_180D_NO_POSITIVE_BURDEN,TRUE,01262032,롯데이노베이트,2026-03-20,2026-09-15,180,2,2,17,0,OK,없음,,,,,0,[],"[{""start"":""2026-03-20"",""end"":""2026-06-17"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":11},{""start"":""2026-06-18"",""end"":""2026-09-15"",""complete"":true,""pages_fetched"":1,""total_page_seen"":1,""report_count"":6}]",V8100:DART_LIST_180D_EXACT_STOCK:286940
