rank,cycle_marker,status_flag,code,name,market,asof_date,close,cycle_count_6m,avg_cycle_days,avg_swing_pct,latest_position,buy_range,sell_range,avg_daily_move_text,stop_price,low_6m,high_6m,range_6m_pct,position_in_6m_range_pct,avg_trading_value,liquidity_flag,score,legacy_market_score,reason,legacy_market_reason,market_metric_policy_version,market_metric_label_status,market_metric_missing_fields,trading_activity_label,trading_activity_basis_krw,trading_activity_basis_text,price_elasticity_label,price_elasticity_basis_pct,price_elasticity_basis_text,current_position_label,current_position_basis_pct,current_position_period,current_position_basis_text
432,🟡,🟡̲,8420,문배철강,KOSPI,2026-07-02,2200,2,32.0,33.96,저점권,"2,015원~2,180원","2,365원~2,500원",약 ±74원 내외 (±3.14%),1977,1880,3580,90.43,18.82,2044121631,True,62.0,62.0,대형 반복 후보 2회; 평균 32.0거래일 주기; 평균 파동폭 33.96%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 32.0거래일 주기; 평균 파동폭 33.96%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,2044121631,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.14,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
433,🟡,🟡̲,31210,서울보증보험,KOSPI,2026-07-02,40600,2,30.5,20.49,저점권,"40,050원~40,200원","42,250원~43,600원",약 ±752원 내외 (±1.66%),38450,39650,64800,63.43,3.78,2037655060,True,62.0,62.0,대형 반복 후보 2회; 평균 30.5거래일 주기; 평균 파동폭 20.49%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 30.5거래일 주기; 평균 파동폭 20.49%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,2037655060,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,1.66,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
434,🟡,🟡̲,25540,한국단자,KOSPI,2026-07-02,68000,2,31.0,21.24,저점권,"65,800원~67,300원","72,100원~75,400원","약 ±1,843원 내외 (±2.36%)",63100,65100,94000,44.39,10.03,2011966250,True,62.0,62.0,대형 반복 후보 2회; 평균 31.0거래일 주기; 평균 파동폭 21.24%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 31.0거래일 주기; 평균 파동폭 21.24%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,2011966250,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.36,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
435,🟡,🟡̲,5420,코스모화학,KOSPI,2026-07-02,10310,2,30.0,29.13,저점권,"9,660원~10,160원","11,400원~12,290원",약 ±494원 내외 (±3.55%),9270,9560,18910,97.8,8.02,1880726052,True,62.0,62.0,대형 반복 후보 2회; 평균 30.0거래일 주기; 평균 파동폭 29.13%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 30.0거래일 주기; 평균 파동폭 29.13%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1880726052,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.55,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
436,🟡,🟡̲,64960,SNT모티브,KOSPI,2026-07-02,26250,2,29.0,16.15,저점권,"25,450원~26,000원","27,850원~29,150원",약 ±730원 내외 (±2.36%),24450,25200,40450,60.52,6.89,1854080178,True,62.0,62.0,대형 반복 후보 2회; 평균 29.0거래일 주기; 평균 파동폭 16.15%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 29.0거래일 주기; 평균 파동폭 16.15%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1854080178,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.36,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
437,🟡,🟡̲,2880,디와이에이,KOSPI,2026-07-02,782,2,26.0,20.32,저점권,718원~774원,838원~885원,약 ±26원 내외 (±3.04%),705,684,1196,74.85,19.14,1810063166,True,62.0,62.0,대형 반복 후보 2회; 평균 26.0거래일 주기; 평균 파동폭 20.32%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 26.0거래일 주기; 평균 파동폭 20.32%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1810063166,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.04,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
438,🟡,🟡̲,272450,진에어,KOSPI,2026-07-02,5650,2,27.5,14.8,저점권,"5,320원~5,590원","5,940원~6,180원",약 ±131원 내외 (±2.19%),5260,5210,7630,46.45,18.18,1743853331,True,62.0,62.0,대형 반복 후보 2회; 평균 27.5거래일 주기; 평균 파동폭 14.8%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 27.5거래일 주기; 평균 파동폭 14.8%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1743853331,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.19,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
439,🟡,🟡̲,39130,하나투어,KOSPI,2026-07-02,32000,2,34.5,18.34,저점권,"30,850원~31,700원","33,550원~34,800원",약 ±701원 내외 (±1.88%),29900,30550,51500,68.58,6.92,1599307093,True,62.0,62.0,대형 반복 후보 2회; 평균 34.5거래일 주기; 평균 파동폭 18.34%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 34.5거래일 주기; 평균 파동폭 18.34%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1599307093,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,1.88,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
440,🟡,🟡̲,128820,대성산업,KOSPI,2026-07-02,4250,2,30.0,31.09,저점권,"4,190원~4,195원","4,650원~4,980원",약 ±183원 내외 (±2.95%),4025,4150,13140,216.63,1.11,1535970587,True,62.0,62.0,대형 반복 후보 2회; 평균 30.0거래일 주기; 평균 파동폭 31.09%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 30.0거래일 주기; 평균 파동폭 31.09%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1535970587,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.95,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
441,🟡,🟡̲,14830,유니드,KOSPI,2026-07-02,64200,2,35.0,25.84,저점권,"61,200원~63,600원","68,200원~71,500원","약 ±1,813원 내외 (±2.35%)",58800,60600,101600,67.66,8.78,1492234765,True,62.0,62.0,대형 반복 후보 2회; 평균 35.0거래일 주기; 평균 파동폭 25.84%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 35.0거래일 주기; 평균 파동폭 25.84%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1492234765,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.35,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
442,🟡,🟡̲,1060,JW중외제약,KOSPI,2026-07-02,25800,2,31.5,26.54,저점권,"24,100원~25,550원","27,300원~28,500원",약 ±678원 내외 (±2.40%),23750,23700,39250,65.61,13.5,1440887611,True,62.0,62.0,대형 반복 후보 2회; 평균 31.5거래일 주기; 평균 파동폭 26.54%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 31.5거래일 주기; 평균 파동폭 26.54%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1440887611,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.4,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
443,🟡,🟡̲,17860,DS단석,KOSPI,2026-07-02,11790,2,25.0,31.36,저점권,"10,780원~11,600원","13,180원~14,330원",약 ±634원 내외 (±3.47%),10350,10670,26450,147.89,7.1,1317060724,True,62.0,62.0,대형 반복 후보 2회; 평균 25.0거래일 주기; 평균 파동폭 31.36%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 25.0거래일 주기; 평균 파동폭 31.36%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1317060724,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.47,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
444,🟡,🟡̲,1780,알루코,KOSPI,2026-07-02,1657,2,26.5,33.44,저점권,"1,606원~1,627원","1,875원~2,055원",약 ±99원 내외 (±4.05%),1542,1590,3495,119.81,3.52,1305538400,True,62.0,62.0,대형 반복 후보 2회; 평균 26.5거래일 주기; 평균 파동폭 33.44%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 26.5거래일 주기; 평균 파동폭 33.44%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1305538400,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.05,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
445,🟡,🟡̲,383800,LX홀딩스,KOSPI,2026-07-02,7410,2,23.5,16.59,저점권,"7,130원~7,340원","7,810원~8,130원",약 ±180원 내외 (±2.09%),6870,7060,10340,46.46,10.67,1285274999,True,62.0,62.0,대형 반복 후보 2회; 평균 23.5거래일 주기; 평균 파동폭 16.59%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 23.5거래일 주기; 평균 파동폭 16.59%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1285274999,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.09,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
446,🟡,🟡̲,97520,엠씨넥스,KOSPI,2026-07-02,18760,2,28.0,16.29,저점권,"17,930원~18,570원","19,950원~20,900원",약 ±541원 내외 (±2.51%),17220,17750,31950,80.0,7.11,1212247883,True,62.0,62.0,대형 반복 후보 2회; 평균 28.0거래일 주기; 평균 파동폭 16.29%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 28.0거래일 주기; 평균 파동폭 16.29%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1212247883,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.51,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
447,🟡,🟡̲,18470,조일알미늄,KOSPI,2026-07-02,915,2,25.5,32.76,저점권,860원~906원,"1,026원~1,117원",약 ±50원 내외 (±3.48%),883,910,2235,145.6,0.38,996504203,True,62.0,62.0,대형 반복 후보 2회; 평균 25.5거래일 주기; 평균 파동폭 32.76%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 25.5거래일 주기; 평균 파동폭 32.76%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,996504203,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.48,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
448,🟡,🟡̲,12800,대창,KOSPI,2026-07-02,1144,2,24.0,25.02,저점권,"1,052원~1,131원","1,239원~1,317원",약 ±43원 내외 (±2.97%),1014,1042,2095,101.06,9.69,917454219,True,62.0,62.0,대형 반복 후보 2회; 평균 24.0거래일 주기; 평균 파동폭 25.02%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 24.0거래일 주기; 평균 파동폭 25.02%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,917454219,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.97,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
449,🟡,🟡̲,220,유유제약,KOSPI,2026-07-02,3745,2,28.5,13.72,저점권,"3,610원~3,710원","3,885원~4,000원",약 ±63원 내외 (±1.61%),3555,3575,4950,38.46,12.36,790872036,True,62.0,62.0,대형 반복 후보 2회; 평균 28.5거래일 주기; 평균 파동폭 13.72%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 28.5거래일 주기; 평균 파동폭 13.72%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,790872036,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,1.61,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
450,🟡,🟡̲,11760,현대코퍼레이션,KOSPI,2026-07-02,22800,2,25.0,24.51,저점권,"21,000원~22,550원","24,400원~25,650원",약 ±717원 내외 (±2.69%),20650,20450,32850,60.64,18.95,771542716,True,62.0,62.0,대형 반복 후보 2회; 평균 25.0거래일 주기; 평균 파동폭 24.51%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 25.0거래일 주기; 평균 파동폭 24.51%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,771542716,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.69,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
451,🟡,🟡̲,520,삼일제약,KOSPI,2026-07-02,6540,2,28.0,16.88,저점권,"6,040원~6,470원","6,980원~7,340원",약 ±200원 내외 (±2.61%),5940,5820,12860,120.96,10.23,715846069,True,62.0,62.0,대형 반복 후보 2회; 평균 28.0거래일 주기; 평균 파동폭 16.88%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 28.0거래일 주기; 평균 파동폭 16.88%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,715846069,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.61,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
452,🟡,🟡̲,5870,휴니드,KOSPI,2026-07-02,4460,2,29.0,25.1,저점권,"4,170원~4,395원","4,945원~5,340원",약 ±221원 내외 (±3.07%),4005,4130,11850,186.92,4.27,630019477,True,62.0,62.0,대형 반복 후보 2회; 평균 29.0거래일 주기; 평균 파동폭 25.1%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 29.0거래일 주기; 평균 파동폭 25.1%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,630019477,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.07,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
453,🟡,🟡̲,84690,대상홀딩스,KOSPI,2026-07-02,7650,2,22.5,16.25,저점권,"7,190원~7,570원","8,050원~8,380원",약 ±183원 내외 (±2.09%),7100,7050,11060,56.88,14.96,587009144,True,62.0,62.0,대형 반복 후보 2회; 평균 22.5거래일 주기; 평균 파동폭 16.25%; 저점권; 저유동성/매매곤란 주의,대형 반복 후보 2회; 평균 22.5거래일 주기; 평균 파동폭 16.25%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,587009144,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.09,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
