rank,cycle_marker,status_flag,code,name,market,asof_date,close,cycle_count_6m,avg_cycle_days,avg_swing_pct,latest_position,buy_range,sell_range,avg_daily_move_text,stop_price,low_6m,high_6m,range_6m_pct,position_in_6m_range_pct,avg_trading_value,liquidity_flag,score,legacy_market_score,reason,legacy_market_reason,market_metric_policy_version,market_metric_label_status,market_metric_missing_fields,trading_activity_label,trading_activity_basis_krw,trading_activity_basis_text,price_elasticity_label,price_elasticity_basis_pct,price_elasticity_basis_text,current_position_label,current_position_basis_pct,current_position_period,current_position_basis_text
127,🟢,✅,18260,삼성에스디에스,KOSPI,2026-07-02,201500,4,25.0,47.9,저점권,"175,900원~198,400원","224,000원~242,500원","약 ±10,230원 내외 (±4.60%)",170800,146100,388500,165.91,22.85,112715169132,False,138.0,138.0,6개월 대형 월간 반복사이클 4회 확인; 평균 25.0거래일 주기; 평균 파동폭 47.9%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 25.0거래일 주기; 평균 파동폭 47.9%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,112715169132,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.6,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
128,🟢,✅,10690,화신,KOSPI,2026-07-02,9560,4,23.5,29.74,저점권,"9,180원~9,360원","11,020원~12,220원",약 ±664원 내외 (±5.67%),8820,7770,16720,115.19,20.0,26884359628,False,136.0,136.0,6개월 대형 월간 반복사이클 4회 확인; 평균 23.5거래일 주기; 평균 파동폭 29.74%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 23.5거래일 주기; 평균 파동폭 29.74%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,26884359628,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.67,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
129,🟢,✅,2380,KCC,KOSPI,2026-07-02,470000,4,26.8,23.47,저점권 반등 초입,"450,000원~465,000원","507,000원~538,000원","약 ±16,910원 내외 (±3.19%)",432000,382500,692000,80.92,28.27,20966761687,False,136.0,136.0,6개월 대형 월간 반복사이클 4회 확인; 평균 26.8거래일 주기; 평균 파동폭 23.47%; 저점권 반등 초입,6개월 대형 월간 반복사이클 4회 확인; 평균 26.8거래일 주기; 평균 파동폭 23.47%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,20966761687,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.19,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
130,🟢,✅,34230,파라다이스,KOSPI,2026-07-02,14530,4,22.8,21.18,저점권,"13,570원~14,380원","15,370원~16,060원",약 ±382원 내외 (±2.62%),13380,12350,21850,76.92,22.95,11321386838,False,136.0,136.0,6개월 대형 월간 반복사이클 4회 확인; 평균 22.8거래일 주기; 평균 파동폭 21.18%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 22.8거래일 주기; 평균 파동폭 21.18%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,11321386838,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.62,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
131,🟢,✅,13580,계룡건설,KOSPI,2026-07-02,25800,4,33.2,26.84,중간권,"23,950원~25,550원","27,450원~28,750원",약 ±742원 내외 (±3.15%),23550,17620,33300,88.99,52.17,10101847525,False,136.0,136.0,6개월 대형 월간 반복사이클 4회 확인; 평균 33.2거래일 주기; 평균 파동폭 26.84%; 중간권,6개월 대형 월간 반복사이클 4회 확인; 평균 33.2거래일 주기; 평균 파동폭 26.84%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,10101847525,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.15,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
132,🟢,✅,3230,삼양식품,KOSPI,2026-07-02,1159000,4,21.5,19.91,저점권 반등 초입,"1,082,000원~1,147,000원","1,227,000원~1,282,000원","약 ±30,800원 내외 (±2.49%)",1067000,981000,1484000,51.27,35.39,58412175775,False,135.0,135.0,6개월 대형 월간 반복사이클 4회 확인; 평균 21.5거래일 주기; 평균 파동폭 19.91%; 저점권 반등 초입,6개월 대형 월간 반복사이클 4회 확인; 평균 21.5거래일 주기; 평균 파동폭 19.91%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,58412175775,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.49,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
133,🟢,✅,32830,삼성생명,KOSPI,2026-07-02,370500,4,25.5,32.25,중간권,"334,500원~366,000원","402,000원~428,000원","약 ±14,420원 내외 (±4.05%)",327000,151300,516000,241.37,60.02,221883436745,False,133.0,133.0,6개월 대형 월간 반복사이클 4회 확인; 평균 25.5거래일 주기; 평균 파동폭 32.25%; 중간권,6개월 대형 월간 반복사이클 4회 확인; 평균 25.5거래일 주기; 평균 파동폭 32.25%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,221883436745,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.05,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
134,🟢,✅,51910,LG화학,KOSPI,2026-07-02,281500,4,27.8,29.69,저점권,"267,000원~278,000원","306,500원~327,000원","약 ±11,340원 내외 (±3.29%)",256500,264500,437500,65.41,9.83,98865641337,False,133.0,133.0,6개월 대형 월간 반복사이클 4회 확인; 평균 27.8거래일 주기; 평균 파동폭 29.69%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 27.8거래일 주기; 평균 파동폭 29.69%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,98865641337,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.29,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
135,🟢,✅,204320,HL만도,KOSPI,2026-07-02,48400,4,28.8,20.98,저점권,"44,100원~47,750원","53,300원~57,300원","약 ±2,235원 내외 (±3.92%)",42350,43650,79100,81.21,13.4,94989017022,False,133.0,133.0,6개월 대형 월간 반복사이클 4회 확인; 평균 28.8거래일 주기; 평균 파동폭 20.98%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 28.8거래일 주기; 평균 파동폭 20.98%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,94989017022,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.92,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
136,🟢,✅,272210,한화시스템,KOSPI,2026-07-02,74100,4,23.5,32.02,저점권,"71,400원~73,000원","82,000원~88,400원","약 ±3,575원 내외 (±3.41%)",68600,54400,184000,238.24,15.2,74641728452,False,133.0,133.0,6개월 대형 월간 반복사이클 4회 확인; 평균 23.5거래일 주기; 평균 파동폭 32.02%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 23.5거래일 주기; 평균 파동폭 32.02%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,74641728452,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.41,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
137,🟢,✅,39490,키움증권,KOSPI,2026-07-02,322500,4,24.0,21.89,저점권,"300,000원~318,000원","356,000원~383,500원","약 ±15,250원 내외 (±3.92%)",288000,282000,517000,83.33,17.23,48903531637,False,133.0,133.0,6개월 대형 월간 반복사이클 4회 확인; 평균 24.0거래일 주기; 평균 파동폭 21.89%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 24.0거래일 주기; 평균 파동폭 21.89%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,48903531637,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.92,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
138,🟢,✅,7810,코리아써키트,KOSPI,2026-07-02,80200,4,22.2,47.73,저점권 반등 초입,"66,600원~78,600원","92,100원~101,900원","약 ±5,430원 내외 (±5.37%)",63900,44750,148300,231.4,34.23,45745350040,False,133.0,133.0,6개월 대형 월간 반복사이클 4회 확인; 평균 22.2거래일 주기; 평균 파동폭 47.73%; 저점권 반등 초입,6개월 대형 월간 반복사이클 4회 확인; 평균 22.2거래일 주기; 평균 파동폭 47.73%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,45745350040,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.37,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
139,🟢,✅,4710,한솔테크닉스,KOSPI,2026-07-02,9890,4,28.5,45.56,중간권,"8,050원~9,670원","11,510원~12,830원",약 ±734원 내외 (±6.91%),7690,4480,16430,266.74,45.27,33436831357,False,133.0,133.0,6개월 대형 월간 반복사이클 4회 확인; 평균 28.5거래일 주기; 평균 파동폭 45.56%; 중간권,6개월 대형 월간 반복사이클 4회 확인; 평균 28.5거래일 주기; 평균 파동폭 45.56%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,33436831357,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,6.91,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
140,🟢,✅,42700,한미반도체,KOSPI,2026-07-02,219500,4,35.2,46.18,저점권 반등 초입,"206,500원~217,500원","253,500원~281,500원","약 ±15,450원 내외 (±5.04%)",209000,127600,426000,233.86,30.8,423785431812,False,130.0,130.0,6개월 대형 월간 반복사이클 4회 확인; 평균 35.2거래일 주기; 평균 파동폭 46.18%; 저점권 반등 초입,6개월 대형 월간 반복사이클 4회 확인; 평균 35.2거래일 주기; 평균 파동폭 46.18%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,423785431812,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.04,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
141,🟢,✅,26940,부국철강,KOSPI,2026-07-02,2430,4,33.8,43.74,저점권,"2,070원~2,385원","2,745원~3,005원",약 ±144원 내외 (±5.55%),1999,1801,4690,160.41,21.77,19287338033,False,126.0,126.0,6개월 대형 월간 반복사이클 4회 확인; 평균 33.8거래일 주기; 평균 파동폭 43.74%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 33.8거래일 주기; 평균 파동폭 43.74%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,19287338033,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.55,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
142,🟢,✅,457190,이수스페셜티케미컬,KOSPI,2026-07-02,66900,4,29.0,31.45,저점권,"62,600원~65,800원","74,700원~81,000원","약 ±3,535원 내외 (±3.74%)",60100,55800,131800,136.2,14.61,13157344440,False,126.0,126.0,6개월 대형 월간 반복사이클 4회 확인; 평균 29.0거래일 주기; 평균 파동폭 31.45%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 29.0거래일 주기; 평균 파동폭 31.45%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,13157344440,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.74,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
143,🟢,✅,377300,카카오페이,KOSPI,2026-07-02,40600,4,24.0,23.81,저점권,"36,900원~40,100원","44,400원~47,550원","약 ±1,739원 내외 (±3.50%)",35450,36550,79200,116.69,9.5,11491938766,False,126.0,126.0,6개월 대형 월간 반복사이클 4회 확인; 평균 24.0거래일 주기; 평균 파동폭 23.81%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 24.0거래일 주기; 평균 파동폭 23.81%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,11491938766,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.5,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
144,🟢,✅,3160,디아이,KOSPI,2026-07-02,24300,4,27.0,30.64,저점권,"23,250원~23,950원","27,000원~29,200원","약 ±1,225원 내외 (±4.27%)",22300,21200,41700,96.7,15.12,10537439075,False,126.0,126.0,6개월 대형 월간 반복사이클 4회 확인; 평균 27.0거래일 주기; 평균 파동폭 30.64%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 27.0거래일 주기; 평균 파동폭 30.64%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,10537439075,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.27,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
145,🟢,✅,9150,삼성전기,KOSPI,2026-07-02,1926000,4,34.0,127.73,상단권,"1,741,000원~1,904,000원","1,984,000원~2,216,000원","약 ±74,100원 내외 (±5.48%)",1704000,253000,2417000,855.34,77.31,2460920415978,False,123.0,123.0,6개월 대형 월간 반복사이클 4회 확인; 평균 34.0거래일 주기; 평균 파동폭 127.73%; 상단권,6개월 대형 월간 반복사이클 4회 확인; 평균 34.0거래일 주기; 평균 파동폭 127.73%; 상단권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,2460920415978,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.48,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
146,🟢,✅,402340,SK스퀘어,KOSPI,2026-07-02,1525000,4,30.5,60.65,중간권,"1,375,000원~1,507,000원","1,657,000원~1,765,000원","약 ±59,900원 내외 (±5.10%)",1345000,364500,2189000,500.55,63.61,2160464437222,False,123.0,123.0,6개월 대형 월간 반복사이클 4회 확인; 평균 30.5거래일 주기; 평균 파동폭 60.65%; 중간권,6개월 대형 월간 반복사이클 4회 확인; 평균 30.5거래일 주기; 평균 파동폭 60.65%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,2160464437222,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.1,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
147,🟢,✅,34730,SK,KOSPI,2026-07-02,683000,4,27.8,42.68,상단권,"625,000원~676,000원","734,000원~776,000원","약 ±23,350원 내외 (±4.00%)",613000,252000,883000,250.4,68.3,259047343525,False,123.0,123.0,6개월 대형 월간 반복사이클 4회 확인; 평균 27.8거래일 주기; 평균 파동폭 42.68%; 상단권,6개월 대형 월간 반복사이클 4회 확인; 평균 27.8거래일 주기; 평균 파동폭 42.68%; 상단권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,259047343525,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.0,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
148,🟢,✅,11790,SKC,KOSPI,2026-07-02,98900,4,25.2,36.91,저점권,"89,800원~96,800원","114,400원~127,100원","약 ±7,040원 내외 (±5.48%)",86200,88000,184400,109.55,11.31,73776772875,False,123.0,123.0,6개월 대형 월간 반복사이클 4회 확인; 평균 25.2거래일 주기; 평균 파동폭 36.91%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 25.2거래일 주기; 평균 파동폭 36.91%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,73776772875,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.48,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
149,🟢,✅,100090,SK오션플랜트,KOSPI,2026-07-02,15590,4,29.8,47.02,저점권,"14,070원~15,320원","17,590원~19,230원",약 ±911원 내외 (±4.77%),13510,13930,31600,126.85,9.39,34599812301,False,123.0,123.0,6개월 대형 월간 반복사이클 4회 확인; 평균 29.8거래일 주기; 평균 파동폭 47.02%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 29.8거래일 주기; 평균 파동폭 47.02%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,34599812301,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.77,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
150,🟢,✅,139480,이마트,KOSPI,2026-07-02,83500,4,21.0,17.2,저점권,"77,200원~82,700원","89,100원~93,600원","약 ±2,535원 내외 (±2.62%)",75900,76400,136400,78.53,11.83,13316951072,False,118.0,118.0,6개월 대형 월간 반복사이클 4회 확인; 평균 21.0거래일 주기; 평균 파동폭 17.2%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 21.0거래일 주기; 평균 파동폭 17.2%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,13316951072,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.62,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
151,🟢,✅,240,한국앤컴퍼니,KOSPI,2026-07-02,24850,4,20.8,23.3,저점권,"23,200원~24,600원","26,300원~27,500원",약 ±666원 내외 (±2.66%),22850,22100,36450,64.93,19.16,5555080941,False,118.0,118.0,6개월 대형 월간 반복사이클 4회 확인; 평균 20.8거래일 주기; 평균 파동폭 23.3%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 20.8거래일 주기; 평균 파동폭 23.3%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,5555080941,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.66,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
152,🟢,✅,9470,삼화전기,KOSPI,2026-07-02,28200,4,26.8,36.22,저점권,"26,350원~27,650원","32,150원~35,350원","약 ±1,789원 내외 (±4.82%)",25300,26100,59500,127.97,6.29,11629493965,False,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 26.8거래일 주기; 평균 파동폭 36.22%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 26.8거래일 주기; 평균 파동폭 36.22%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,11629493965,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.82,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
153,🟢,✅,84670,동양고속,KOSPI,2026-07-02,29200,4,22.0,35.94,저점권,"27,450원~28,900원","33,400원~36,800원","약 ±1,902원 내외 (±4.58%)",28200,29050,83000,185.71,0.28,8839847530,False,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 22.0거래일 주기; 평균 파동폭 35.94%; 저점권,6개월 대형 월간 반복사이클 4회 확인; 평균 22.0거래일 주기; 평균 파동폭 35.94%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,8839847530,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.58,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
154,🟢,🟡̲,1720,신영증권,KOSPI,2026-07-02,159300,4,24.2,28.96,저점권,"156,600원~157,700원","171,100원~180,800원","약 ±5,370원 내외 (±2.91%)",150400,128300,272000,112.0,21.57,4501310707,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 24.2거래일 주기; 평균 파동폭 28.96%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 24.2거래일 주기; 평균 파동폭 28.96%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,4501310707,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.91,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
155,🟢,🟡̲,2790,아모레퍼시픽홀딩스,KOSPI,2026-07-02,24150,4,32.2,24.87,저점권 반등 초입,"22,600원~23,900원","25,550원~26,650원",약 ±630원 내외 (±2.55%),22250,19950,35950,80.2,26.25,3805228553,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 32.2거래일 주기; 평균 파동폭 24.87%; 저점권 반등 초입; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 32.2거래일 주기; 평균 파동폭 24.87%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,3805228553,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.55,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
156,🟢,🟡̲,20000,한섬,KOSPI,2026-07-02,21950,4,22.0,18.8,중간권,"20,200원~21,750원","23,500원~24,750원",약 ±696원 내외 (±2.97%),19860,14730,28750,95.18,51.5,2150474429,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 22.0거래일 주기; 평균 파동폭 18.8%; 중간권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 22.0거래일 주기; 평균 파동폭 18.8%; 중간권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,2150474429,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.97,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
157,🟢,🟡̲,10780,아이에스동서,KOSPI,2026-07-02,24000,4,26.5,22.59,저점권 반등 초입,"21,600원~23,700원","26,100원~27,800원",약 ±954원 내외 (±3.58%),21150,20150,34450,70.97,26.92,2099815753,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 26.5거래일 주기; 평균 파동폭 22.59%; 저점권 반등 초입; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 26.5거래일 주기; 평균 파동폭 22.59%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,2099815753,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.58,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
158,🟢,🟡̲,29460,케이씨,KOSPI,2026-07-02,31500,4,30.2,25.49,저점권 반등 초입,"28,650원~31,150원","34,050원~36,100원","약 ±1,149원 내외 (±3.47%)",28050,25500,43000,68.63,34.29,1467021925,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 30.2거래일 주기; 평균 파동폭 25.49%; 저점권 반등 초입; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 30.2거래일 주기; 평균 파동폭 25.49%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1467021925,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.47,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
159,🟢,🟡̲,1530,DI동일,KOSPI,2026-07-02,22350,4,27.0,29.8,저점권,"20,300원~22,100원","24,150원~25,600원",약 ±818원 내외 (±3.24%),19900,18640,33850,81.6,24.39,1391887703,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 27.0거래일 주기; 평균 파동폭 29.8%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 27.0거래일 주기; 평균 파동폭 29.8%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1391887703,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.24,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
160,🟢,🟡̲,4430,송원산업,KOSPI,2026-07-02,11360,4,26.5,27.42,저점권 반등 초입,"10,500원~11,250원","12,120원~12,740원",약 ±346원 내외 (±3.09%),10320,8470,16730,97.52,34.99,1302085152,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 26.5거래일 주기; 평균 파동폭 27.42%; 저점권 반등 초입; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 26.5거래일 주기; 평균 파동폭 27.42%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1302085152,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.09,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
161,🟢,🟡̲,244920,에이플러스에셋,KOSPI,2026-07-02,10240,4,30.2,25.15,저점권,"9,560원~10,140원","10,840원~11,320원",약 ±271원 내외 (±2.58%),9430,8710,14990,72.1,24.36,1094496281,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 30.2거래일 주기; 평균 파동폭 25.15%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 30.2거래일 주기; 평균 파동폭 25.15%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,부족,1094496281,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.58,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
162,🟢,🟡̲,298690,에어부산,KOSPI,2026-07-02,1575,4,31.5,20.07,저점권,"1,458원~1,559원","1,678원~1,762원",약 ±47원 내외 (±2.57%),1434,1400,2205,57.5,21.74,639509173,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 31.5거래일 주기; 평균 파동폭 20.07%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 31.5거래일 주기; 평균 파동폭 20.07%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,639509173,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.57,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
163,🟢,🟡̲,2840,미원상사,KOSPI,2026-07-02,122900,4,24.5,16.2,저점권 반등 초입,"115,700원~121,700원","129,200원~134,400원","약 ±2,880원 내외 (±2.26%)",114300,109100,156000,42.99,29.42,631324575,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 24.5거래일 주기; 평균 파동폭 16.2%; 저점권 반등 초입; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 24.5거래일 주기; 평균 파동폭 16.2%; 저점권 반등 초입; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,631324575,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.26,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
164,🟢,🟡̲,2460,HS화성,KOSPI,2026-07-02,11160,4,23.5,23.35,저점권,"10,400원~11,050원","11,830원~12,380원",약 ±306원 내외 (±2.53%),10240,9870,15780,59.88,21.83,352706067,True,116.0,116.0,6개월 대형 월간 반복사이클 4회 확인; 평균 23.5거래일 주기; 평균 파동폭 23.35%; 저점권; 저유동성/매매곤란 주의,6개월 대형 월간 반복사이클 4회 확인; 평균 23.5거래일 주기; 평균 파동폭 23.35%; 저점권; 저유동성/매매곤란 주의,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우부족,352706067,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.53,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
