ticker,name,market,sector_theme,revenue_yoy_pct,operating_profit_yoy_pct,net_income_yoy_pct,operating_margin_pct,roe_annualized_pct,debt_ratio_pct,per_annualized,pbr,earnings_trend,q2_revenue_yoy_pct,q2_operating_profit_yoy_pct,q2_net_income_yoy_pct,operating_cash_flow_annual,return_1m_pct,return_3m_pct,position_3m_pct,atr14_pct,avg20_trading_value_krw,volume_vs_20d,elasticity_20d_pct,supply_level,swing_phase
286940,롯데이노베이트,KOSPI,,-1.75,47.64,110.96,3.98,5.62,87.23,10.72,0.6,흑자지속,-2.23,54.33,229.24,92440438126.0,-8.1342,-7.6176,52.6217,3.302,203835016.0,0.7819,1.2138,없음,SIDEWAYS_OR_UNCONFIRMED
298000,효성화학,KOSPI,,22.56,379.96,-70.95,11.73,27.43,193.08,0.76,0.21,흑자전환,51.56,12172.79,52.35,-85023022547.0,-23.934,42.1594,,,2679428530.0,0.5239,2.727,주의,NEW_LOW
298690,에어부산,KOSPI,,17.13,-117.47,-229.96,-1.03,-191.7,1646.66,,3.03,적자전환,37.32,-219.23,-322.64,107057323876.0,-0.9843,-4.795,15.9124,3.8304,143691002.0,0.2045,1.6262,위험,SIDEWAYS_OR_UNCONFIRMED
336260,두산퓨얼셀,KOSPI,,-17.14,-287.74,-441.74,-27.61,-45.91,345.88,,7.91,적자지속,-65.55,-2559.59,-2055.93,-56507117413.0,37.4648,-30.7801,49.0139,10.4806,58132460488.0,0.6356,5.5529,주의,BOTTOM_REBOUND
357250,미래에셋맵스리츠,KOSPI,,0.15,29.09,12337.01,70.54,1.36,221.02,36.05,0.49,흑자지속,,,,1846217071.0,-4.1667,-0.2169,45.5959,2.0672,65194584.0,1.2346,0.6133,경계,NEW_LOW
361610,SK아이이테크놀로지,KOSPI,,-46.51,-10.8,-3364.65,-181.27,-218.88,151.83,,1.06,적자지속,-52.22,-18.12,-6877.26,-33358864000.0,9.6583,-18.5854,56.0046,6.9404,15081586300.0,0.8209,4.8597,위험,BOTTOM_REBOUND
373220,LG에너지솔루션,KOSPI,일차전지 및 이차전지 제조업 / 2차전지 (소형·ESS·자동차전지),10.46,-110.9,-501.25,-0.67,-8.4,157.14,,2.71,적자전환,35.84,-76.98,-462.72,4432277000000.0,1.5515,-6.3719,51.6729,4.9817,115690260712.0,0.9456,2.9502,주의,EARLY_REBOUND_UNCONFIRMED
402340,SK스퀘어,KOSPI,,-10.37,800.83,784.16,4374.91,98.34,6.62,2.77,2.72,흑자지속,-19.19,1272.88,1190.5,387202000000.0,15.2381,-11.3192,22.5897,7.8854,587591795575.0,0.7462,3.5198,위험,BOTTOM_REBOUND
403550,쏘카,KOSPI,,-5.24,152.36,56.17,3.76,-2.08,209.7,,1.8,흑자지속,22.64,271.24,462.93,50773403238.0,-5.3667,-5.5357,53.0201,4.0799,174584906.0,0.6174,1.401,위험,SIDEWAYS_OR_UNCONFIRMED
456040,OCI,KOSPI,,-2.27,791.56,376.45,6.82,8.93,97.5,6.58,0.59,흑자지속,1.52,2004.01,1349.35,56057631000.0,2.0356,-24.4109,37.6786,4.3494,2744425075.0,0.4229,1.1853,주의,BOTTOM_REBOUND
475560,더본코리아,KOSPI,,-11.94,40.07,61.88,-5.99,-5.7,29.64,,0.96,적자지속,12.17,75.25,81.49,-29003479270.0,7.2443,-5.8603,31.3622,6.3655,2513320194.0,0.1179,4.4554,주의,TOP_DECLINE
483650,달바글로벌,KOSPI,,47.9,55.75,66.99,25.78,59.09,35.0,18.47,10.92,흑자지속,45.56,61.62,92.19,68482449044.0,-31.8699,-20.5687,2.616,8.3093,29854996875.0,1.8662,3.0247,경계,NEW_LOW
