ticker,name,corp_code,full_account_status,fs_div,account_id,account_nm,amount,exact_ifrs_operating_cashflow_id,message
003580,HLB글로벌,00169048,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-8453730540.0,True,
003580,HLB글로벌,00169048,OK,CFS,-표준계정코드 미사용-,영업활동으로부터 창출된 현금흐름,-8060335413.0,False,
004170,신세계,00136378,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,990582722093.0,True,
004370,농심,00108241,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,268700833743.0,True,
004870,티웨이홀딩스,00109514,OK,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-4018983852.0,True,
004870,티웨이홀딩스,00109514,OK,OFS,dart_AdjustmentsForAssetsLiabilitiesOfOperatingActivities,영업활동에서 창출된 현금흐름,-3688283388.0,False,
004910,조광페인트,00148920,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,3541491893.0,True,
005490,POSCO홀딩스,00155319,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,4571910292218.0,True,
005490,POSCO홀딩스,00155319,OK,CFS,ifrs-full_CashFlowsFromUsedInOperations,영업활동에서 창출된 현금,5638774248190.0,False,
005500,삼진제약,00128412,OK,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로인한 현금흐름,24111431141.0,True,
005820,원림,00143794,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,4843332880.0,True,
005830,DB손해보험,00159102,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동순현금흐름,-282418000000.0,True,
005930,삼성전자,00126380,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,85315148000000.0,True,
006370,대구백화점,00108977,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-26778767022.0,True,
006370,대구백화점,00108977,OK,CFS,-표준계정코드 미사용-,영업활동에서 창출된 현금,-10158338134.0,False,
006380,카프로,00159810,OK,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-28030501575.0,True,
006650,대한유화,00260383,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,202790622580.0,True,
008770,호텔신라,00165680,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,103620502742.0,True,
008930,한미사이언스,00161426,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,47658093135.0,True,
009200,무림페이퍼,00136086,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,18962580840.0,True,
009420,한올바이오파마,00162586,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-2340357567.0,True,
009420,한올바이오파마,00162586,OK,CFS,ifrs-full_CashFlowsFromUsedInOperations,영업활동에서 창출된 현금흐름,-2735326906.0,False,
009540,HD한국조선해양,00164830,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 순현금흐름,4422050644000.0,True,
009540,HD한국조선해양,00164830,OK,CFS,ifrs-full_CashFlowsFromUsedInOperations,영업활동에서 창출된 현금흐름,4359304394000.0,False,
010130,고려아연,00102858,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,Ⅰ. 영업활동으로인한현금흐름,-628210721953.0,True,
011200,HMM,00164645,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,3305131000000.0,True,
012160,영흥,00141477,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,41424110136.0,True,
012280,영화금속,00141413,OK,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,14220034444.0,True,
012450,한화에어로스페이스,00126566,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,4049804576000.0,True,
012690,모나리자,00173102,OK,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,2593544222.0,True,
013360,일성건설,00146232,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로인한현금흐름,14816797661.0,True,
013570,디와이,00117179,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,37915826034.0,True,
014160,대영포장,00111458,OK,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,13348861378.0,True,
017670,SK텔레콤,00159023,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,3923847000000.0,True,
018260,삼성에스디에스,00126186,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,1203327812666.0,True,
020000,한섬,00188089,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,116179872000.0,True,
020560,아시아나항공,00138792,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,136976282201.0,True,
021240,코웨이,00170558,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동 현금흐름,35544145039.0,True,
021240,코웨이,00170558,OK,CFS,ifrs-full_CashFlowsFromUsedInOperations,영업활동에서 창출된 현금흐름,299269023005.0,False,
022100,포스코DX,00155212,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,145951092070.0,True,
023960,에쓰씨엔지니어링,00121969,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,3819225326.0,True,
024720,콜마홀딩스,00203290,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,31026274937.0,True,
028050,삼성E&A,00126308,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,254433358974.0,True,
029530,신도리코,00135795,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동 현금흐름,52078719058.0,True,
029780,삼성카드,00126292,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동순현금흐름,-1575026000000.0,True,
034020,두산에너빌리티,00159616,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,751801000000.0,True,
034020,두산에너빌리티,00159616,OK,CFS,ifrs-full_CashFlowsFromUsedInOperations,영업활동에서 창출된 현금,1247821000000.0,False,
035420,NAVER,00266961,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,3095806604677.0,True,
035720,카카오,00258801,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,1404762595727.0,True,
036570,NC,00261443,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,161967521188.0,True,
044380,주연테크,00269241,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,1988499258.0,True,
047050,포스코인터내셔널,00124504,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,1941539030000.0,True,
047050,포스코인터내셔널,00124504,OK,CFS,ifrs-full_CashFlowsFromUsedInOperations,영업활동에서 창출된 현금흐름,2296301982000.0,False,
047810,한국항공우주,00309503,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-903316343552.0,True,
058730,다스코,00353878,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,38096049971.0,True,
058730,다스코,00353878,OK,CFS,ifrs-full_CashFlowsFromUsedInOperations,영업활동으로 인한 현금흐름,41727664409.0,False,
058860,KTis,00372873,OK,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,36209504065.0,True,
063160,종근당바이오,00390055,OK,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-4142995290.0,True,
066570,LG전자,00401731,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,4280500000000.0,True,
069620,대웅제약,00427483,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,149205466388.0,True,
071840,롯데하이마트,00158307,OK,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,156549130675.0,True,
072130,유엔젤,00416654,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,11937374667.0,True,
078520,에이블씨엔씨,00400857,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,35649882515.0,True,
081000,일진다이아,00508274,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-267700742.0,True,
086280,현대글로비스,00360595,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,2500761317215.0,True,
091810,트리니티항공,00671376,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,171062760810.0,True,
097950,CJ제일제당,00635134,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,2481608395000.0,True,
100250,진양홀딩스,00646732,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,22954654175.0,True,
105560,KB금융,00688996,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로부터의 현금흐름,4226378000000.0,True,
128940,한미약품,00828497,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,173072329954.0,True,
138930,BNK금융지주,00858364,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동순현금흐름,-2023799286987.0,True,
139480,이마트,00872984,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,1318939140965.0,True,
214320,이노션,00565154,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,281196807331.0,True,
234080,JW생명과학,00225706,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,40536761521.0,True,
241590,화승엔터프라이즈,01128613,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,132334249914.0,True,
267250,HD현대,01205709,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,7384884225000.0,True,
267270,HD건설기계,01205842,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,166035785000.0,True,
271940,일진하이솔루스,00972503,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-4589895653.0,True,
271980,제일약품,01236897,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-5689659592.0,True,
271980,제일약품,01236897,OK,CFS,dart_NetCashflowsFromUsedInOperations,영업활동으로부터 창출된 현금흐름,6140484048.0,False,
278470,에이피알,01190568,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,341046397295.0,True,
278470,에이피알,01190568,OK,CFS,dart_NetCashflowsFromUsedInOperations,영업활동으로부터 창출된 현금흐름,358936472306.0,False,
286940,롯데이노베이트,01262032,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,92440438126.0,True,
298000,효성화학,01316236,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,-85023022547.0,True,
298690,에어부산,00651901,OK,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,107057323876.0,True,
336260,두산퓨얼셀,01412725,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-56507117413.0,True,
357250,미래에셋맵스리츠,01437292,OK,OFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,1846217071.0,True,
361610,SK아이이테크놀로지,01386916,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,-33358864000.0,True,
373220,LG에너지솔루션,01515323,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,4432277000000.0,True,
402340,SK스퀘어,01596425,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,387202000000.0,True,
403550,쏘카,01026157,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,50773403238.0,True,
456040,OCI,01760738,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,56057631000.0,True,
456040,OCI,01760738,OK,CFS,ifrs-full_CashFlowsFromUsedInOperations,영업활동으로 창출된 현금,76076777000.0,False,
475560,더본코리아,00968607,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,-29003479270.0,True,
483650,달바글로벌,01649204,OK,CFS,ifrs-full_CashFlowsFromUsedInOperatingActivities,Ⅰ. 영업활동으로 인한 현금흐름,68482449044.0,True,
