basis_date,market,ticker,name,official_close,return_1w_pct,return_1m_pct,return_3m_pct,return_6m_pct,return_ytd_pct,return_52w_pct,swing_phase,swing_phase_ko,swing_trough_date,swing_peak_date,from_trough_pct,from_peak_pct,momentum_5d_pct,ma5_direction,ma20_direction,ma60_direction,ma120_direction,mean_run_days,streak_direction,streak_days,streak_change_pct,rs_kospi_1m_pp,rs_kospi_3m_pp,sector_benchmark_ticker,sector_benchmark_name,rs_sector_1m_pp,rs_sector_3m_pp,atr14_pct,avg_daily_range_20_pct,ma20_reference,confirmed_swing_low_stop,rsi,macd,investment_score_100,earnings_outlook_change
2026-09-11,KOSDAQ,067310,하나마이크론,34400.0,,-1.7143,-28.2586,6.8323,,,NEW_LOW,최근 신저점,2026-07-30,2026-06-22,38.9899,-39.4366,-1.2912,1,1,-1,1,1.6666666666666667,-1,1,-4.4444,-10.6084,-17.2585,,,,,8.0459,6.9085,36030.0,,,,,
2026-09-11,KOSPI,068270,셀트리온,178200.0,,-15.3444,7.2202,-14.7368,,,NEW_LOW,최근 신저점,2026-06-23,2026-08-11,11.028,-15.3444,-5.2632,-1,-1,1,-1,2.4,-1,2,-2.6761,-24.2385,18.2203,1009,제약,-4.1964,0.1702,3.0867,2.561,189295.0,,,,,
2026-09-11,KOSPI,069620,대웅제약,111900.0,,-13.9892,-6.9825,-33.3532,,,NEW_LOW,최근 신저점,2026-06-26,2026-07-08,4.287,-17.0497,-3.6176,-1,-1,-1,-1,1.935483870967742,-1,4,-4.0309,-22.8833,4.0176,1009,제약,-2.8412,-14.0325,4.3991,3.5805,120540.0,,,,,
2026-09-11,KOSPI,071050,한국금융지주,193600.0,,-2.2716,-15.8261,-15.6427,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-06-16,6.5493,-23.3267,2.5424,1,-1,-1,-1,1.7647058823529411,1,7,4.4229,-11.1657,-4.826,1021,금융,-8.2231,-14.3301,4.4659,3.5958,190295.0,,,,,
2026-09-11,KOSPI,071840,롯데하이마트,6240.0,,-4.878,-5.3111,-20.3065,,,NEW_LOW,최근 신저점,2026-06-26,2026-06-16,5.7627,-8.5044,-1.2658,-1,-1,-1,-1,2.0689655172413794,-1,3,-1.2658,-13.7721,5.689,1016,유통,-6.7369,7.8514,2.3194,2.2534,6361.5,,,,,
2026-09-11,KOSPI,072130,유엔젤,4950.0,,1.227,-2.9412,0.8147,,,BOTTOM_REBOUND,저점반등,2026-07-29,2026-07-10,7.7258,-9.5064,4.5407,1,1,-1,0,2.0689655172413794,-1,2,-5.8935,-7.6671,8.0589,1046,IT 서비스,9.1936,11.0127,3.6663,3.3516,4884.0,,,,,
2026-09-11,KOSPI,073240,금호타이어,7370.0,,-1.9947,63.0531,25.1273,,,TOP_DECLINE,고점후하락,2026-06-23,2026-08-14,71.1963,-9.4595,2.6462,1,-1,1,1,2.0689655172413794,-1,1,-4.0365,-10.8888,74.0532,1008,화학,-4.2625,61.3518,6.7445,5.8006,7346.0,,,,,
2026-09-11,KOSDAQ,078340,컴투스,35000.0,,3.0928,38.6139,8.5271,,,TOP_DECLINE,고점후하락,2026-06-26,2026-08-28,54.185,-2.7778,8.0247,-1,-1,1,0,2.3076923076923075,1,3,13.8211,-5.8013,49.614,,,,,6.3685,6.9323,32965.0,,,,,
2026-09-11,KOSPI,078520,에이블씨엔씨,10100.0,,-24.1742,-7.1691,-3.071,,,NEW_LOW,최근 신저점,2026-06-26,2026-08-12,9.7826,-24.7952,-10.302,-1,-1,-1,-1,1.935483870967742,-1,5,-10.302,-33.0683,3.831,1008,화학,-26.442,-8.8704,6.2365,5.1675,11439.0,,,,,
2026-09-11,KOSPI,079550,LIG디펜스앤에어로스페이스,678000.0,,-10.7895,-11.2565,-8.6253,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-29,2026-06-16,9.3548,-32.3353,3.9877,0,-1,-1,-1,1.8181818181818181,-1,1,-0.2941,-19.6836,-0.2564,1011,금속,-9.058,-7.3361,6.6034,5.3481,710800.0,,,,,
2026-09-11,KOSPI,081000,일진다이아,9920.0,,8.2969,-2.7451,-29.6953,,,BOTTOM_REBOUND,저점반등,2026-07-29,2026-06-15,28.0,-8.2331,3.6573,1,1,-1,-1,2.4,-1,2,-1.9763,-0.5972,8.255,1008,화학,6.0291,-4.4464,4.0225,3.5753,9656.0,,,,,
2026-09-11,KOSPI,082740,한화엔진,50300.0,,12.528,0.3992,1.8219,,,BOTTOM_REBOUND,저점반등,2026-08-03,2026-06-17,32.3684,-23.2061,10.307,1,1,-1,0,1.7647058823529411,1,1,4.0331,3.6339,11.3993,1012,기계·장비,3.0064,7.562,6.9179,6.0167,47025.0,,,,,
2026-09-11,KOSPI,085620,미래에셋생명,19840.0,,14.0886,-32.402,27.5064,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-19,40.4105,-42.576,-0.4016,-1,1,-1,1,1.935483870967742,1,2,2.9046,5.1945,-21.4019,1025,보험,5.6165,-28.2994,9.2371,9.5218,22699.5,,,,,
2026-09-11,KOSPI,086280,현대글로비스,208500.0,,3.4739,6.4862,-11.8393,,,BOTTOM_REBOUND,저점반등,2026-06-26,2026-06-19,15.5765,-6.2921,1.2136,1,1,-1,-1,2,1,2,2.963,-5.4202,17.4863,1019,운송·창고,2.1314,-2.9095,4.5295,4.3762,204540.0,,,,,
2026-09-11,KOSDAQ,086450,동국제약,19850.0,,-7.4592,4.8046,7.2393,,,TOP_DECLINE,고점후하락,2026-06-26,2026-08-31,16.559,-10.7865,-8.1019,-1,-1,1,1,2,1,1,1.1723,-16.3533,15.8047,,,,,6.2547,6.2484,19946.5,,,,,
2026-09-11,KOSDAQ,086520,에코프로,84400.0,,-6.5338,-22.4265,-47.7723,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-29,2026-06-15,25.2226,-31.9355,2.4272,-1,-1,-1,-1,1.8181818181818181,-1,1,-2.8769,-15.4279,-11.4264,,,,,6.1486,5.0087,86265.0,,,,,
2026-09-11,KOSPI,086790,하나금융지주,137800.0,,7.9092,20.0348,21.5168,,,UPTREND,상승중,2026-06-26,2026-09-03,25.6153,-1.2186,2.6061,0,1,1,1,2.5,1,2,2.8358,-0.9849,31.0349,1021,금융,1.9577,21.5308,3.7171,3.5612,133545.0,,,,,
2026-09-11,KOSPI,088350,한화생명,5990.0,,26.7725,26.1053,17.451,,,UPTREND,상승중,2026-07-29,2026-09-03,47.1744,-1.964,4.3554,1,1,1,1,1.7647058823529411,1,2,4.9037,17.8784,37.1054,1025,보험,18.3004,30.2079,5.5011,5.9918,5691.0,,,,,
2026-09-11,KOSPI,088980,맥쿼리인프라,9790.0,,-1.9038,-10.43,-13.3628,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-08-19,2026-06-12,3.8176,-11.5628,-1.3105,-1,0,-1,-1,2.0689655172413794,-1,3,-1.5091,-10.7979,0.5701,1021,금융,-7.8553,-8.934,1.4028,1.5049,9797.5,,,,,
2026-09-11,KOSPI,090430,아모레퍼시픽,140500.0,,2.3307,25.6708,7.3338,,,TOP_DECLINE,고점후하락,2026-06-23,2026-08-28,46.0499,-6.7065,-1.9539,-1,1,1,1,1.7647058823529411,1,2,1.5907,-6.5634,36.6709,1008,화학,0.0629,23.9695,4.1859,3.8219,140750.0,,,,,
2026-09-11,KOSPI,090460,비에이치,19020.0,,4.9669,-25.2652,8.0068,,,UPTREND_PULLBACK,상승중 눌림,2026-07-30,2026-06-16,45.1908,-34.6392,-12.9519,-1,1,-1,1,2.2222222222222223,-1,2,-4.6138,-3.9272,-14.2651,1013,전기전자,-9.9919,-11.4744,8.1964,7.0085,18568.5,,,,,
2026-09-11,KOSPI,091810,트리니티항공,2720.0,,334.5048,267.5676,144.1652,,,UPTREND_PULLBACK,상승중 눌림,2026-07-29,2026-08-31,413.2075,-9.182,-2.8571,-1,1,1,1,2.608695652173913,-1,3,-1.8051,325.6107,278.5677,1019,운송·창고,333.1623,258.1719,,,1708.25,,,,,
2026-09-11,KOSPI,092790,넥스틸,14380.0,,8.5283,3.8267,23.1164,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-18,41.1187,-16.8305,10.7005,1,1,-1,1,1.935483870967742,1,3,9.5202,-0.3658,14.8268,1011,금속,10.2598,7.7471,6.279,5.9282,12679.5,,,,,
2026-09-11,KOSDAQ,095610,테스,143500.0,,-1.7123,-15.8851,115.7895,,,UPTREND_PULLBACK,상승중 눌림,2026-07-30,2026-07-14,43.5,-34.023,-2.248,1,1,-1,1,1.875,-1,1,-7.3596,-10.6064,-4.885,,,,,9.6744,7.9001,142850.0,,,,,
2026-09-11,KOSDAQ,096530,씨젠,31550.0,,-3.0722,12.0782,42.4379,,,TOP_DECLINE,고점후하락,2026-07-30,2026-08-28,25.4473,-11.5007,-1.0972,-1,0,1,1,1.5789473684210527,1,2,3.9539,-11.9663,23.0783,,,,,4.9403,4.8664,31797.5,,,,,
2026-09-11,KOSPI,096770,SK이노베이션,144800.0,,16.6801,40.3101,21.1715,,,UPTREND_PULLBACK,상승중 눌림,2026-06-26,2026-09-09,61.7877,-5.6678,4.6999,1,1,1,1,1.935483870967742,-1,2,-5.6678,7.786,51.3102,1008,화학,14.4123,38.6088,6.5664,6.6608,131185.0,,,,,
2026-09-11,KOSPI,097950,CJ제일제당,179700.0,,-4.4149,-7.7042,-9.7438,,,NEW_LOW,최근 신저점,2026-06-26,2026-08-10,1.2394,-12.5547,-2.0174,-1,-1,-1,-1,1.5384615384615385,-1,3,-1.8033,-13.309,3.2959,1005,음식료·담배,-2.1842,-6.3952,2.5367,2.1466,184540.0,,,,,
2026-09-11,KOSPI,097955,CJ제일제당 우,120400.0,,-2.352,-0.9053,-8.0214,,,NEW_LOW,최근 신저점,2026-06-26,2026-08-10,2.7304,-5.4203,-0.6601,-1,-1,-1,-1,1.7142857142857142,-1,4,-0.8237,-11.2461,10.0948,1005,음식료·담배,-0.1213,0.4037,1.5799,1.4696,123200.0,,,,,
2026-09-11,KOSPI,100250,진양홀딩스,3135.0,,3.6364,6.4516,4.3261,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-06-23,2026-08-25,10.7774,-1.5699,-1.2598,-1,1,1,1,2.0689655172413794,-1,4,-1.2598,-5.2577,17.4517,1008,화학,1.3686,4.7503,1.8562,2.109,3160.0,,,,,
2026-09-11,KOSDAQ,100790,미래에셋벤처투자,15960.0,,-4.8301,-62.0903,-29.8462,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-06-11,51.567,-62.0903,6.5421,1,-1,-1,-1,2.0689655172413794,-1,2,-5.5062,-13.7242,-51.0902,,,,,8.5462,7.0796,15679.5,,,,,
2026-09-11,KOSPI,100840,SNT에너지,37800.0,,32.1678,14.7193,-10.6383,,,UPTREND_PULLBACK,상승중 눌림,2026-07-29,2026-09-10,73.3945,-0.9174,15.5963,1,1,1,-1,1.935483870967742,-1,1,-0.9174,23.2737,25.7194,1012,기계·장비,22.6462,21.8821,6.4717,6.8436,31820.0,,,,,
2026-09-11,KOSPI,103590,일진전기,71000.0,,14.8867,-8.7404,-11.1389,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-17,55.5312,-20.135,3.9531,1,1,-1,-1,2.3076923076923075,1,1,0.4243,5.9926,2.2597,1013,전기전자,-0.0721,5.0504,6.0613,5.2397,70030.0,,,,,
2026-09-11,KOSPI,105560,KB금융,177900.0,,6.7827,17.4257,17.581,,,UPTREND,상승중,2026-06-26,2026-07-13,19.1561,-4.4576,3.4302,1,1,1,1,2,1,2,3.4302,-2.1114,28.4258,1021,금융,0.8312,18.9217,3.4327,3.1217,169995.0,,,,,
2026-09-11,KOSDAQ,108230,톱텍,3310.0,,3.1153,-4.611,-22.1176,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-15,20.1452,-7.7994,0.1513,1,1,-1,-1,1.875,1,1,2.1605,-5.7788,6.3891,,,,,6.8346,8.5441,3158.5,,,,,
2026-09-11,KOSPI,128940,한미약품,464000.0,,12.3487,12.8954,-5.3061,,,TOP_DECLINE,고점후하락,2026-07-30,2026-08-24,48.9567,-14.0741,-2.0063,-1,1,1,-1,2.0689655172413794,-1,2,-6.1678,3.4546,23.8955,1009,제약,23.4967,5.8454,6.7183,6.8213,467825.0,,,,,
2026-09-11,KOSPI,130660,한전산업,13570.0,,15.0,7.5277,-36.4403,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-17,47.5,-2.724,13.0833,1,1,-1,-1,1.875,1,1,2.7252,6.1059,18.5278,1026,일반서비스,7.7651,4.8165,6.5197,7.1272,12243.5,,,,,
2026-09-11,KOSPI,138930,BNK금융지주,15930.0,,6.9128,-5.2913,-16.378,,,BOTTOM_REBOUND,저점반등,2026-08-20,2026-07-03,11.3986,-15.1757,3.5088,1,1,-1,-1,2.142857142857143,1,2,2.6418,-1.9813,5.7088,1021,금융,0.9613,-3.7953,3.5792,3.1884,15140.0,,,,,
2026-09-11,KOSPI,139480,이마트,73700.0,,-8.5608,-16.629,-23.2292,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-08-21,2026-06-16,2.5035,-19.011,0.2721,1,-1,-1,-1,1.8181818181818181,-1,3,-2.8986,-17.4549,-5.6289,1016,유통,-10.4197,-3.4665,3.0615,2.5098,74175.0,,,,,
2026-09-11,KOSPI,181710,NHN,56400.0,,4.059,40.6484,54.0984,,,NEW_LOW,최근 신저점,2026-06-26,2026-08-21,74.613,-25.0,-21.1189,-1,1,1,1,1.875,-1,1,-3.5897,-4.8351,51.6485,1046,IT 서비스,12.0256,54.6023,9.9831,9.3437,68070.0,,,,,
2026-09-11,KOSPI,195870,해성디에스,50100.0,,-11.1702,-38.0717,-7.9044,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-06-22,31.3237,-41.6764,0.4008,-1,-1,-1,-1,2.4,-1,1,-2.1484,-20.0643,-27.0716,1013,전기전자,-26.129,-24.2809,7.1758,5.9254,53045.0,,,,,
2026-09-11,KOSPI,207940,삼성바이오로직스,1415000.0,,-12.0572,10.0311,-14.6047,,,NEW_LOW,최근 신저점,2026-06-23,2026-08-11,11.1548,-12.0572,-2.2115,-1,-1,1,-1,1.7647058823529411,-1,2,-2.5482,-20.9513,21.0312,1009,제약,-0.9092,2.9811,3.3956,2.7134,1512200.0,,,,,
2026-09-11,KOSPI,214320,이노션,18470.0,,-5.2821,-10.3398,-4.3005,,,NEW_LOW,최근 신저점,2026-06-26,2026-06-15,3.3576,-12.2565,-1.5983,-1,-1,-1,-1,2.4,-1,9,-3.7018,-14.1762,0.6603,1026,일반서비스,-12.517,-13.051,1.9353,1.7809,18842.5,,,,,
2026-09-11,KOSPI,214420,토니모리,5200.0,,-12.3103,-4.4118,-24.9639,,,TOP_DECLINE,고점후하락,2026-06-26,2026-08-12,14.1603,-16.8,-1.7013,-1,-1,-1,-1,1.875,1,1,1.9608,-21.2044,6.5883,1008,화학,-14.5781,-6.1131,5.1389,4.358,5397.5,,,,,
2026-09-11,KOSDAQ,214450,파마리서치,342000.0,,-17.9856,18.5442,7.7165,,,NEW_LOW,최근 신저점,2026-06-23,2026-08-28,22.1429,-25.8938,-11.5136,-1,-1,1,1,1.8181818181818181,-1,5,-11.5136,-26.8797,29.5443,,,,,6.9864,5.2052,398275.0,,,,,
2026-09-11,KOSPI,217590,티엠씨,10880.0,,-23.1638,-51.1011,-22.3966,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-06-11,17.8765,-51.1011,5.0193,1,-1,-1,-1,2.2222222222222223,-1,1,-1.6275,-32.0579,-40.101,1013,전기전자,-38.1226,-37.3103,8.1771,6.2062,11441.5,,,,,
2026-09-11,KOSPI,234080,JW생명과학,11000.0,,-6.3032,-1.61,-14.9923,,,NEW_LOW,최근 신저점,2026-07-28,2026-08-11,2.6119,-6.3032,-2.3091,-1,-1,-1,-1,2.0689655172413794,-1,5,-2.3091,-15.1973,9.3901,1009,제약,4.8448,-8.66,1.9049,1.798,11226.0,,,,,
2026-09-11,KOSDAQ,234690,녹십자웰빙,9500.0,,-1.8595,19.6474,3.0369,,,UPTREND_PULLBACK,상승중 눌림,2026-07-30,2026-09-03,31.0345,-11.6279,-8.1238,1,1,1,1,2.4,-1,6,-11.6279,-10.7536,30.6475,,,,,6.2546,6.018,9318.5,,,,,
2026-09-11,KOSPI,241590,화승엔터프라이즈,2835.0,,-13.3028,-24.0964,-41.365,,,NEW_LOW,최근 신저점,2026-09-11,2026-06-11,0.0,-24.0964,-1.5625,-1,-1,-1,-1,1.7142857142857142,-1,3,-1.9031,-22.1969,-13.0963,1006,섬유·의류,-11.0322,-14.5377,4.3911,4.0077,2950.25,,,,,
2026-09-11,KOSDAQ,247540,에코프로비엠,110300.0,,0.4554,-32.8667,-44.1519,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-29,2026-06-15,19.1145,-40.8579,4.0566,-1,-1,-1,-1,1.935483870967742,-1,1,-7.0767,-8.4387,-21.8666,,,,,6.9788,5.8907,112270.0,,,,,
2026-09-11,KOSPI,249420,일동제약,15320.0,,-1.6057,-17.5013,-51.9749,,,BOTTOM_REBOUND,저점반등,2026-07-29,2026-06-17,26.0905,-22.7823,1.9295,1,1,-1,-1,1.935483870967742,-1,2,-3.8896,-10.4998,-6.5012,1009,제약,9.5423,-24.5513,6.2149,5.4307,14924.0,,,,,
2026-09-11,KOSDAQ,257720,실리콘투,43500.0,,8.6142,22.8814,15.5378,,,TOP_DECLINE,고점후하락,2026-06-26,2026-08-31,43.0921,-19.7417,-9.375,-1,1,1,1,2.2222222222222223,-1,9,-19.7417,-0.2799,33.8815,,,,,7.05,6.7942,48020.0,,,,,
2026-09-11,KOSDAQ,261780,아리바이오랩,3650.0,,46.2926,35.436,23.3108,,,UPTREND,상승중,2026-07-30,2026-09-11,96.5536,0.0,38.5199,1,1,1,0,2.727272727272727,1,2,10.9422,37.3985,46.4361,,,,,8.2588,10.2871,2663.25,,,,,
2026-09-11,KOSDAQ,263750,펄어비스,35300.0,,-4.336,-14.0073,-42.5081,,,BOTTOM_REBOUND,저점반등,2026-08-18,2026-06-12,15.5483,-14.2163,2.3188,1,1,-1,-1,1.8181818181818181,-1,1,-2.4862,-13.2301,-3.0072,,,,,4.7226,4.0811,32652.5,,,,,
2026-09-11,KOSPI,267250,HD현대,247500.0,,10.245,0.8147,-10.9712,,,BOTTOM_REBOUND,저점반등,2026-07-29,2026-06-16,31.8594,-9.0074,2.9106,1,1,-1,-1,2.142857142857143,1,1,0.8147,1.3509,11.8148,1021,금융,4.2935,2.3107,5.613,5.4977,227525.0,,,,,
2026-09-11,KOSPI,267260,HD현대일렉트릭,747000.0,,1.0825,-27.6864,-20.4473,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-06-15,28.1304,-37.4372,4.6218,1,-1,-1,-1,2.142857142857143,1,1,0.134,-7.8116,-16.6863,1013,전기전자,-13.8763,-13.8956,6.3555,5.0391,751350.0,,,,,
2026-09-11,KOSPI,267270,HD건설기계,142500.0,,0.3521,-0.4193,10.8087,,,BOTTOM_REBOUND,저점반등,2026-06-26,2026-06-17,29.3103,-8.5953,1.7857,1,1,-1,1,2.3076923076923075,1,1,0.9207,-8.542,10.5808,1012,기계·장비,-9.1695,6.7435,5.8386,5.5413,134290.0,,,,,
2026-09-11,KOSPI,271940,일진하이솔루스,10960.0,,2.0484,-10.8943,-34.2531,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-12,19.2601,-18.8749,2.2388,1,1,-1,-1,2.0689655172413794,-1,2,-7.7441,-6.8457,0.1058,1015,운송장비·부품,7.93,11.5759,5.524,4.1133,10946.0,,,,,
2026-09-11,KOSPI,271980,제일약품,10100.0,,-4.0836,-0.4926,-30.9166,,,TOP_DECLINE,고점후하락,2026-07-30,2026-09-01,9.4258,-11.4812,-3.9924,-1,-1,-1,-1,2.4,-1,8,-11.4812,-12.9777,10.5075,1009,제약,7.0644,-7.5426,5.7835,5.5002,10306.5,,,,,
2026-09-11,KOSPI,272210,한화시스템,70900.0,,-2.7435,-19.9774,-51.9973,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-29,2026-06-16,30.8118,-33.3647,3.0523,1,-1,-1,-1,2.2222222222222223,-1,1,-2.0718,-11.6376,-8.9773,1013,전기전자,-17.7023,-6.1866,5.7426,4.932,72695.0,,,,,
2026-09-11,KOSPI,278470,에이피알,372000.0,,-3.5019,-9.3788,16.6144,,,TOP_DECLINE,고점후하락,2026-07-30,2026-08-31,18.0952,-19.9139,-5.5838,-1,-1,-1,1,1.7647058823529411,1,1,3.0471,-12.396,1.6213,1008,화학,-5.7697,-11.0801,6.84,5.9744,405400.0,,,,,
2026-09-11,KOSPI,286940,롯데이노베이트,18070.0,,-8.1342,-7.6176,-16.5358,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-29,2026-06-15,12.7261,-10.7654,-3.4206,1,-1,-1,-1,2.2222222222222223,-1,4,-3.8318,-17.0283,3.3825,1046,IT 서비스,-0.1676,6.3363,3.302,2.8277,18423.5,,,,,
2026-09-11,KOSDAQ,293490,카카오게임즈,9230.0,,5.8486,5.9701,-29.3803,,,BOTTOM_REBOUND,저점반등,2026-06-26,2026-06-22,33.189,-8.0677,2.2148,-1,1,0,-1,1.7142857142857142,-1,1,-1.7039,-3.0455,16.9702,,,,,6.0721,6.4651,8849.0,,,,,
2026-09-11,KOSPI,298000,효성화학,55300.0,,-23.934,42.1594,42.1594,,,NEW_LOW,최근 신저점,2026-06-12,2026-08-14,42.1594,-27.5229,-1.25,1,-1,1,1,2.5,-1,3,-4.6552,-32.8281,53.1595,1008,화학,-26.2018,40.4581,,6.3833,62030.0,,,,,
2026-09-11,KOSPI,298040,효성중공업,2854000.0,,0.8124,-12.0764,12.6727,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-06-16,50.6864,-26.6701,4.4656,1,0,-1,1,2.2222222222222223,-1,2,-2.6271,-8.0817,-1.0763,1013,전기전자,-14.1464,1.7144,6.2215,4.7841,2878800.0,,,,,
2026-09-11,KOSPI,298690,에어부산,1509.0,,-0.9843,-4.795,-13.5244,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-20,2026-06-15,6.7941,-19.0016,-1.6938,1,1,-1,-1,2.0689655172413794,-1,3,-5.6875,-9.8784,6.2051,1019,운송·창고,-2.3268,-14.1907,3.8304,3.2844,1521.75,,,,,
2026-09-11,KOSPI,307950,현대오토에버,390000.0,,-9.8266,-45.0704,-5.7971,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-30,2026-06-15,23.6133,-47.7212,-1.2658,-1,-1,-1,-1,2.2222222222222223,-1,1,-1.1407,-18.7207,-34.0703,1046,IT 서비스,-1.86,-31.1165,6.5577,5.6367,419950.0,,,,,
2026-09-11,KOSDAQ,317330,덕산테코피아,12550.0,,10.3782,-19.0323,-27.5822,,,BOTTOM_REBOUND,저점반등,2026-07-29,2026-06-16,45.7607,-22.6264,5.3736,1,1,-1,-1,2.0689655172413794,-1,2,-8.5277,1.4841,-8.0322,,,,,8.4124,7.7273,11702.5,,,,,
2026-09-11,KOSPI,317400,자이에스앤디,11330.0,,34.4009,231.7716,157.7929,,,UPTREND,상승중,2026-06-26,2026-08-31,237.2024,-2.0743,0.8905,-1,1,1,1,2.3076923076923075,1,1,13.3,25.5068,242.7717,1045,부동산,35.3833,231.1061,9.5272,10.5981,10632.0,,,,,
2026-09-11,KOSPI,329180,HD현대중공업,479000.0,,-4.7714,-25.8514,-18.8136,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-09-02,2026-06-15,13.5071,-32.9132,9.7365,1,-1,-1,-1,2,1,1,5.6229,-13.6655,-14.8513,1015,운송장비·부품,1.1102,-3.3812,5.4369,4.4869,459950.0,,,,,
2026-09-11,KOSPI,336260,두산퓨얼셀,48800.0,,37.4648,-30.7801,18.7348,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-16,158.2011,-37.516,11.2885,1,1,-1,1,2.2222222222222223,-1,2,-9.462,28.5707,-19.78,1013,전기전자,22.506,-16.9893,10.4806,10.3406,43605.0,,,,,
2026-09-11,KOSPI,353200,대덕전자,100000.0,,-4.489,-36.2245,60.0,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-30,2026-06-17,34.2282,-42.5947,0.5025,-1,-1,-1,1,2.2222222222222223,-1,2,-5.7493,-13.3831,-25.2244,1013,전기전자,-19.4478,-22.4337,8.9733,7.3321,107810.0,,,,,
2026-09-11,KOSPI,357250,미래에셋맵스리츠,1840.0,,-4.1667,-0.2169,-23.8095,,,NEW_LOW,최근 신저점,2026-07-29,2026-08-11,3.3708,-4.1667,-3.6649,-1,0,1,-1,2.5,-1,5,-3.6649,-13.0608,10.7832,1045,부동산,-3.1843,-0.8824,2.0672,1.8324,1891.8,,,,,
2026-09-11,KOSDAQ,357780,솔브레인,330000.0,,5.0955,-7.0423,-25.3394,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-12,46.9933,-25.2548,1.5385,1,1,-1,-1,1.8181818181818181,-1,1,-3.5088,-3.7986,3.9578,,,,,5.9869,5.2174,332575.0,,,,,
2026-09-11,KOSPI,361610,SK아이이테크놀로지,16690.0,,9.6583,-18.5854,-27.7489,,,BOTTOM_REBOUND,저점반등,2026-07-29,2026-06-11,33.0941,-18.5854,2.5184,1,1,-1,-1,2.0689655172413794,-1,2,-6.0777,0.7642,-7.5853,1013,전기전자,-5.3005,-4.7946,6.9404,6.655,16186.0,,,,,
2026-09-11,KOSPI,373220,LG에너지솔루션,360000.0,,1.5515,-6.3719,-2.571,,,EARLY_REBOUND_UNCONFIRMED,초기반등·확인부족,2026-07-29,2026-06-15,19.8003,-14.3876,0.4184,-1,0,-1,-1,1.6216216216216217,-1,2,-2.965,-7.3426,4.6282,1013,전기전자,-13.4073,7.4189,4.9817,4.5643,360300.0,,,,,
2026-09-11,KOSPI,377300,카카오페이,46250.0,,3.0067,3.2366,-23.3002,,,UPTREND_PULLBACK,상승중 눌림,2026-07-09,2026-09-10,23.498,-4.5408,-2.2199,1,1,1,-1,2.0689655172413794,-1,1,-4.5408,-5.8874,14.2367,1021,금융,-2.9448,4.7326,5.4219,5.1276,45612.5,,,,,
2026-09-11,KOSPI,402340,SK스퀘어,1089000.0,,15.2381,-11.3192,92.7434,,,BOTTOM_REBOUND,저점반등,2026-07-30,2026-06-22,36.2954,-44.7208,4.611,1,1,-1,1,2,-1,2,-4.3058,6.344,-0.3191,1021,금융,9.2866,-9.8232,7.8854,5.917,1077750.0,,,,,
2026-09-11,KOSPI,403550,쏘카,10580.0,,-5.3667,-5.5357,-5.1971,,,SIDEWAYS_OR_UNCONFIRMED,횡보·방향미확인,2026-07-22,2026-06-30,16.5198,-10.4907,-6.6196,-1,1,-1,0,2.0689655172413794,-1,5,-6.6196,-14.2608,5.4644,1026,일반서비스,-12.6016,-8.2469,4.0799,3.9106,11003.0,,,,,
2026-09-11,KOSDAQ,439960,코스모로보틱스,12010.0,,-29.1027,-39.92,,,,NEW_LOW,최근 신저점,2026-07-20,2026-06-17,15.4808,-54.6792,-5.0593,-1,-1,-1,,2.0689655172413794,-1,1,-3.3011,-37.9968,-28.9199,,,,,9.9939,6.2988,13178.5,,,,,
