ticker,종목,corp_code,rcept_no,report_nm,rcept_dt,report_status,document_status,sector_proxy,export_mentions,fx_asset_mentions,fx_liab_mentions,hedge_mentions,import_mentions,order_mentions,sensitivity_mentions,overseas_revenue_pct,hedge_pct_proxy,text_length,공시신뢰도,confidence_reason,dollar_sales_score,won_cost_score,hedge_score,foreign_debt_score,import_cost_score,earnings_score,technical_score,risk_score,backlog_bonus,sensitivity_bonus,fx_net_benefit_score
002810,삼영무역,00127167,20260318000524,사업보고서 (2025.12),20260318,OK,OK,기타,58,147,8,88,1188,2,50,58.0,1.0,319970,A,주석에서 환율노출 관련 수치 다수 확인,14.5,6.0,14.85,7.0,3.0,8.0,2.0,5.0,0.8,5.0,66.15
005680,삼영전자,00127200,20260319001319,사업보고서 (2025.12),20260319,OK,OK,기타,44,61,8,48,1132,0,76,77.3,,282551,B,주석 수치 일부와 환율노출 키워드 확인,19.32,6.0,8.0,7.0,3.0,8.0,10.0,5.0,0.0,5.0,71.33
023000,삼원강재,00191588,20260316001210,사업보고서 (2025.12),20260316,OK,OK,기타,50,73,8,33,770,2,20,10.0,11.56,201922,A,주석에서 환율노출 관련 수치 다수 확인,2.5,6.0,13.27,7.0,3.0,8.0,10.0,5.0,0.8,5.0,60.57
004380,삼익THK,00127802,20260319001288,사업보고서 (2025.12),20260319,OK,OK,기타,62,130,8,158,1761,2,98,100.0,,462122,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,7.0,3.0,3.0,7.0,5.0,0.8,5.0,69.8
002450,삼익악기,00127857,20260320001325,사업보고서 (2025.12),20260320,OK,OK,기타,190,184,0,80,1386,0,45,100.0,,368243,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,8.0,3.0,8.0,7.0,5.0,0.0,5.0,75.0
004440,삼일씨엔에스,00109806,20260323000312,사업보고서 (2025.12),20260323,OK,OK,기타,4,3,0,114,739,15,30,35.0,4.2,232651,A,주석에서 환율노출 관련 수치 다수 확인,8.75,6.0,14.37,8.0,3.0,8.0,8.0,5.0,5.0,5.0,71.12
000520,삼일제약,00128032,20260318001625,사업보고서 (2025.12),20260318,OK,OK,기타,54,67,7,240,1656,4,66,,,444953,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,3.0,8.0,2.0,1.6,5.0,49.85
009770,삼정펄프,00128227,20260319000474,사업보고서 (2025.12),20260319,OK,OK,기타,16,50,5,30,589,0,32,,,153846,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,3.0,8.0,5.0,0.0,5.0,51.25
005500,삼진제약,00128412,20260316001338,사업보고서 (2025.12),20260316,OK,OK,기타,33,13,0,18,746,0,14,70.0,,210273,B,주석 수치 일부와 환율노출 키워드 확인,17.5,6.0,8.0,8.0,3.0,8.0,8.0,5.0,0.0,5.0,68.5
004690,삼천리,00128555,20260312000794,사업보고서 (2025.12),20260312,OK,OK,기타,74,267,64,149,2946,3,132,40.0,,724664,A,주석에서 환율노출 관련 수치 다수 확인,10.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,1.2,5.0,61.2
010960,삼호개발,00128980,20260316000588,사업보고서 (2025.12),20260316,OK,OK,기타,5,4,0,29,2053,81,29,,,481892,C,보고서 텍스트 단서와 산업 프록시 중심,6.25,6.0,8.0,8.0,3.0,8.0,8.0,5.0,5.0,5.0,62.25
004450,삼화왕관,00129235,20260319000454,사업보고서 (2025.12),20260319,OK,OK,기타,41,63,0,117,1252,0,55,10.0,,368728,B,주석 수치 일부와 환율노출 키워드 확인,2.5,6.0,8.0,8.0,3.0,8.0,8.0,5.0,0.0,5.0,53.5
009470,삼화전기,00129271,20260319000867,사업보고서 (2025.12),20260319,OK,OK,기타,79,77,0,284,1236,4,86,,,360258,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,8.0,3.0,8.0,8.0,5.0,1.6,5.0,58.85
011230,삼화전자,00129280,20260319001013,사업보고서 (2025.12),20260319,OK,OK,기타,50,98,2,78,1080,12,39,10.0,,305188,B,주석 수치 일부와 환율노출 키워드 확인,2.5,6.0,8.0,7.0,3.0,3.0,8.0,5.0,4.8,5.0,52.3
001820,삼화콘덴서,00129350,20260319001054,사업보고서 (2025.12),20260319,OK,OK,기타,103,82,0,250,1268,4,57,84.6,,404046,B,주석 수치 일부와 환율노출 키워드 확인,21.15,6.0,8.0,8.0,3.0,8.0,7.0,5.0,1.6,5.0,72.75
001290,상상인증권,01963140,20260514000252,분기보고서 (2026.03),20260514,OK,OK,기타,10,23,0,1,148,1,0,,,73267,C,보고서 텍스트 단서와 산업 프록시 중심,6.25,6.0,10.0,8.0,3.0,3.0,8.0,5.0,0.4,0.0,49.65
041650,상신브레이크,00129642,20260318001187,사업보고서 (2025.12),20260318,OK,OK,기타,87,119,16,5,1306,3,47,74.0,,333971,A,주석에서 환율노출 관련 수치 다수 확인,18.5,6.0,8.0,7.0,3.0,8.0,8.0,5.0,1.2,5.0,69.7
075180,새론오토모티브,00305668,20260331002685,사업보고서 (2025.12),20260331,OK,OK,기타,64,52,7,27,1391,0,59,90.0,,320436,B,주석 수치 일부와 환율노출 키워드 확인,22.5,6.0,8.0,7.0,3.0,3.0,7.0,5.0,0.0,5.0,66.5
007540,샘표,00130091,20260313001077,사업보고서 (2025.12),20260313,OK,OK,기타,67,52,12,35,1352,0,46,75.0,,333086,B,주석 수치 일부와 환율노출 키워드 확인,18.75,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.0,5.0,68.75
248170,샘표식품,01167056,20260515000077,[기재정정]사업보고서 (2025.12),20260515,OK,OK,기타,137,73,12,19,1018,0,38,,,218658,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.0,5.0,56.25
007860,서연,00163114,20260318001577,사업보고서 (2025.12),20260318,OK,OK,기타,79,167,4,180,1968,40,76,100.0,,495006,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.0,8.0,7.0,3.0,8.0,10.0,5.0,5.0,5.0,82.0
200880,서연이화,01036446,20260319000602,[첨부정정]사업보고서 (2025.12),20260319,OK,OK,기타,0,0,0,0,0,0,0,,,18,D,환율노출 공시 단서 부족,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
017390,서울가스,00130684,20260318000625,사업보고서 (2025.12),20260318,OK,OK,수입원가부담,11,52,14,94,2155,0,47,100.0,,457627,B,주석 수치 일부와 환율노출 키워드 확인,25.0,5.25,8.0,7.0,0.0,8.0,8.0,5.0,0.0,5.0,71.25
031210,서울보증보험,00112998,20260323000639,사업보고서 (2025.12),20260323,OK,OK,기타,44,73,8,1085,1835,6,173,,,683037,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,10.0,5.0,2.4,5.0,60.65
004410,서울식품,00130879,20260319000927,사업보고서 (2025.12),20260319,OK,OK,기타,34,52,4,138,827,1,27,62.1,,215972,A,주석에서 환율노출 관련 수치 다수 확인,15.53,6.0,8.0,7.0,3.0,3.0,7.0,5.0,0.4,5.0,59.92
004415,서울식품우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,7.0,5.0,0.0,0.0,56.75
021050,서원,00131197,20260601001187,[기재정정]사업보고서 (2025.12),20260601,OK,OK,기타,51,110,9,153,1500,3,41,100.0,,266318,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,1.2,5.0,76.2
008490,서흥,00131692,20260319001055,사업보고서 (2025.12),20260319,OK,OK,기타,147,143,45,340,2092,0,92,6.07,,489682,B,주석 수치 일부와 환율노출 키워드 확인,1.52,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.0,5.0,51.52
007610,선도전기,00131939,20260319000984,사업보고서 (2025.12),20260319,OK,OK,기타,10,62,20,56,1159,24,35,5.0,,340721,B,주석 수치 일부와 환율노출 키워드 확인,1.25,6.0,8.0,7.0,3.0,3.0,10.0,5.0,5.0,5.0,53.25
136490,선진,00855093,20260320000571,사업보고서 (2025.12),20260320,OK,OK,기타,84,113,2,716,2172,0,98,,4.46,589426,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,14.33,7.0,3.0,8.0,8.0,5.0,0.0,5.0,62.58
014910,성문전자,00132628,20260318000170,사업보고서 (2025.12),20260318,OK,OK,기타,50,110,4,171,1115,4,39,96.0,,332142,A,주석에서 환율노출 관련 수치 다수 확인,24.0,6.0,8.0,7.0,3.0,8.0,10.0,5.0,1.6,5.0,77.6
014915,성문전자우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
004980,성신양회,00132804,20260318001369,사업보고서 (2025.12),20260318,OK,OK,기타,23,68,1,171,1371,4,40,10.0,,372971,A,주석에서 환율노출 관련 수치 다수 확인,2.5,6.0,8.0,7.0,3.0,8.0,8.0,5.0,1.6,5.0,54.1
004985,성신양회우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
000180,성창기업지주,00133335,20260318001159,사업보고서 (2025.12),20260318,OK,OK,기타,22,45,0,249,1448,10,105,100.0,,383229,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,8.0,3.0,3.0,4.0,5.0,4.0,5.0,71.0
002420,세기상사,00133618,20260318000600,사업보고서 (2025.12),20260318,OK,OK,기타,2,20,0,52,403,0,5,,,162610,C,보고서 텍스트 단서와 산업 프록시 중심,6.25,6.0,8.0,8.0,3.0,8.0,8.0,5.0,0.0,2.5,54.75
004360,세방,00133812,20260320001327,사업보고서 (2025.12),20260320,OK,OK,기타,41,283,46,238,1991,47,95,10.0,,516245,A,주석에서 환율노출 관련 수치 다수 확인,2.5,6.0,8.0,7.0,3.0,8.0,10.0,5.0,5.0,5.0,59.5
004365,세방우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,10.0,5.0,0.0,0.0,59.75
004490,세방전지,00133858,20260319001105,사업보고서 (2025.12),20260319,OK,OK,기타,102,162,0,155,1977,44,66,93.8,,443783,B,주석 수치 일부와 환율노출 키워드 확인,23.45,6.0,8.0,8.0,3.0,8.0,10.0,2.0,5.0,5.0,78.45
001430,세아베스틸지주,00106669,20260316001503,사업보고서 (2025.12),20260316,OK,OK,기타,146,166,12,539,2810,115,153,100.0,3.77,618786,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.0,14.43,7.0,3.0,8.0,8.0,5.0,5.0,5.0,86.43
306200,세아제강,01325979,20260312000989,사업보고서 (2025.12),20260312,OK,OK,기타,93,103,8,148,1249,4,68,50.0,,300194,B,주석 수치 일부와 환율노출 키워드 확인,12.5,6.0,8.0,7.0,3.0,8.0,10.0,5.0,1.6,5.0,66.1
003030,세아제강지주,00124197,20260316000062,[기재정정]사업보고서 (2025.12),20260316,OK,OK,기타,94,68,8,85,1070,13,50,7.9,1.75,250059,A,주석에서 환율노출 관련 수치 다수 확인,1.98,6.0,14.74,7.0,3.0,8.0,8.0,2.0,5.0,5.0,60.71
058650,세아홀딩스,00377610,20260318001415,사업보고서 (2025.12),20260318,OK,OK,기타,176,204,9,597,2936,77,135,,,723406,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,61.25
013000,세우글로벌,00134176,20260318001571,사업보고서 (2025.12),20260318,OK,OK,기타,23,53,0,23,407,0,12,80.0,,123096,B,주석 수치 일부와 환율노출 키워드 확인,20.0,6.0,8.0,8.0,3.0,8.0,10.0,5.0,0.0,5.0,73.0
021820,세원정공,00134316,20250922000199,사업보고서 (2025.06),20250922,OK,OK,기타,55,109,5,49,1002,0,52,62.0,,277605,A,주석에서 환율노출 관련 수치 다수 확인,15.5,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.0,5.0,65.5
067830,세이브존I&C,00422895,20260319000406,사업보고서 (2025.12),20260319,OK,OK,기타,1,0,0,29,648,0,15,,,170239,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,8.0,3.0,8.0,8.0,5.0,0.0,5.0,57.25
075580,세진중공업,00415628,20260323001183,사업보고서 (2025.12),20260323,OK,OK,조선,41,118,6,47,1504,60,62,,,352206,B,주석 수치 일부와 환율노출 키워드 확인,22.5,11.25,8.0,7.0,4.0,8.0,8.0,5.0,5.0,5.0,83.75
068270,셀트리온,00413046,20260316001415,사업보고서 (2025.12),20260316,OK,OK,바이오/제약,369,257,0,340,2187,4,59,3.33,,744633,B,주석 수치 일부와 환율노출 키워드 확인,0.83,9.0,8.0,8.0,5.5,8.0,10.0,2.0,1.6,5.0,57.93
336370,솔루스첨단소재,01412822,20260319000659,사업보고서 (2025.12),20260319,OK,OK,기타,121,140,30,763,1745,10,89,95.0,,479736,B,주석 수치 일부와 환율노출 키워드 확인,23.75,6.0,8.0,7.0,3.0,3.0,10.0,2.0,4.0,5.0,71.75
248070,솔루엠,01159233,20260325001187,[기재정정]사업보고서 (2025.12),20260325,OK,OK,기타,68,73,0,160,1346,2,114,5.0,,316622,B,주석 수치 일부와 환율노출 키워드 확인,1.25,6.0,8.0,8.0,3.0,8.0,10.0,5.0,0.8,5.0,55.05
004430,송원산업,00134963,20260602000117,[기재정정]사업보고서 (2025.12),20260602,OK,OK,기타,133,178,32,328,1157,1,111,100.0,10.0,245608,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.0,13.5,7.0,3.0,8.0,10.0,5.0,0.4,5.0,82.9
017550,수산세보틱스,00135111,20260323001435,사업보고서 (2025.12),20260323,OK,OK,기타,144,88,8,144,1320,6,61,3.67,,331010,B,주석 수치 일부와 환율노출 키워드 확인,0.92,6.0,8.0,7.0,3.0,8.0,10.0,5.0,2.4,5.0,55.32
126720,수산인더스트리,00193328,20260323001320,사업보고서 (2025.12),20260323,OK,OK,기타,13,112,0,46,1496,48,52,,,440285,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,8.0,3.0,8.0,8.0,5.0,5.0,5.0,62.25
053210,스카이라이프,00349097,20260318001593,[기재정정]사업보고서 (2025.12),20260318,OK,OK,기타,2,8,6,55,1348,0,32,,,346499,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.0,5.0,56.25
026890,스틱인베스트먼트,00117498,20260319000750,사업보고서 (2025.12),20260319,OK,OK,기타,114,190,16,81,941,1,29,5.0,,366206,B,주석 수치 일부와 환율노출 키워드 확인,1.25,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.4,5.0,51.65
134790,시디즈,00852087,20260319001086,사업보고서 (2025.12),20260319,OK,OK,기타,73,61,0,97,959,0,42,51.1,,299349,B,주석 수치 일부와 환율노출 키워드 확인,12.78,6.0,8.0,8.0,3.0,8.0,10.0,5.0,0.0,5.0,65.78
462870,시프트업,01384787,20260318001672,사업보고서 (2025.12),20260318,OK,OK,기타,44,46,6,180,1071,0,42,,,344946,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,10.0,5.0,0.0,5.0,58.25
016590,신대양제지,00135777,20260319001044,사업보고서 (2025.12),20260319,OK,OK,기타,24,133,0,20,1371,0,61,10.0,,387194,B,주석 수치 일부와 환율노출 키워드 확인,2.5,6.0,8.0,8.0,3.0,8.0,8.0,5.0,0.0,5.0,53.5
029530,신도리코,00135795,20260311003722,사업보고서 (2025.12),20260311,OK,OK,기타,69,30,2,49,1162,0,84,100.0,,334574,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,7.0,3.0,8.0,10.0,5.0,0.0,5.0,77.0
004970,신라교역,00135962,20260515001873,[기재정정]사업보고서 (2025.12),20260515,OK,OK,기타,46,70,4,11,1177,64,42,40.0,,255843,B,주석 수치 일부와 환율노출 키워드 확인,10.0,6.0,8.0,7.0,3.0,8.0,10.0,5.0,5.0,5.0,67.0
011930,신성이엔지,00136271,20260318000940,사업보고서 (2025.12),20260318,OK,OK,기타,187,224,20,292,1951,27,87,,60.0,488656,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,6.0,7.0,3.0,3.0,10.0,5.0,5.0,5.0,56.25
004170,신세계,00136378,20260316001039,사업보고서 (2025.12),20260316,OK,OK,기타,38,148,14,522,2684,0,124,7.2,,694514,B,주석 수치 일부와 환율노출 키워드 확인,1.8,6.0,8.0,7.0,3.0,8.0,2.0,5.0,0.0,5.0,45.8
035510,신세계 I&C,00219486,20260316001238,사업보고서 (2025.12),20260316,OK,OK,기타,11,174,6,316,1430,15,133,10.0,,437979,B,주석 수치 일부와 환율노출 키워드 확인,2.5,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,57.5
031430,신세계인터내셔날,00234412,20260316001380,사업보고서 (2025.12),20260316,OK,OK,기타,22,59,30,395,2332,0,93,100.0,,580302,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.0,8.0,7.0,3.0,8.0,7.0,5.0,0.0,5.0,74.0
031440,신세계푸드,00274933,20260318000936,사업보고서 (2025.12),20260318,OK,OK,기타,14,151,26,533,1969,0,79,10.0,20.0,543920,A,주석에서 환율노출 관련 수치 다수 확인,2.5,6.0,12.0,7.0,3.0,8.0,8.0,5.0,0.0,5.0,56.5
006880,신송홀딩스,00136402,20260323000048,[기재정정]사업보고서 (2025.12),20260323,OK,OK,기타,59,69,0,47,609,0,34,100.0,,165655,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,8.0,3.0,8.0,8.0,5.0,0.0,5.0,76.0
005800,신영와코루,00136624,20260312001122,사업보고서 (2025.12),20260312,OK,OK,기타,53,99,10,29,1298,0,104,100.0,,363790,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.0,8.0,7.0,3.0,8.0,8.0,5.0,0.0,5.0,75.0
001720,신영증권,00136721,20260611000685,사업보고서 (2026.03),20260611,OK,OK,기타,21,122,16,518,1974,3,41,50.0,,698264,B,주석 수치 일부와 환율노출 키워드 확인,12.5,6.0,8.0,7.0,3.0,8.0,8.0,5.0,1.2,5.0,63.7
009270,신원,00136864,20260319001186,사업보고서 (2025.12),20260319,OK,OK,기타,246,228,8,224,1975,4,95,83.0,,486735,B,주석 수치 일부와 환율노출 키워드 확인,20.75,6.0,8.0,7.0,3.0,8.0,8.0,5.0,1.6,5.0,72.35
002700,신일전자,00173698,20260320000508,사업보고서 (2025.12),20260320,OK,OK,기타,5,124,8,49,539,0,14,78.0,29.9,155048,A,주석에서 환율노출 관련 수치 다수 확인,19.5,6.0,10.52,7.0,3.0,3.0,8.0,5.0,0.0,5.0,67.02
002870,신풍,00137368,20260319000293,사업보고서 (2025.12),20260319,OK,OK,기타,11,71,26,162,1340,1,48,100.0,,342284,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,7.0,3.0,3.0,8.0,5.0,0.4,5.0,70.4
019170,신풍제약,00137359,20260320000611,사업보고서 (2025.12),20260320,OK,OK,기타,73,143,6,138,1484,0,68,100.0,,426962,B,주석 수치 일부와 환율노출 키워드 확인,25.0,6.0,8.0,7.0,3.0,3.0,8.0,5.0,0.0,5.0,70.0
019175,신풍제약우,,,,,NO_CORP_CODE,OK,기타,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,6.25,6.0,11.0,8.0,5.5,8.0,8.0,5.0,0.0,0.0,57.75
481850,신한글로벌액티브리츠,01714997,20260513000783,사업보고서 (2026.02),20260513,OK,OK,기타,9,36,0,126,615,0,14,10.0,10.0,153998,A,주석에서 환율노출 관련 수치 다수 확인,2.5,6.0,13.5,8.0,3.0,8.0,8.0,5.0,0.0,5.0,59.0
404990,신한서부티엔디리츠,01436558,20260311004170,사업보고서 (2025.12),20260311,OK,OK,기타,1,6,0,94,1860,0,12,,,260137,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,8.0,3.0,8.0,4.0,5.0,0.0,5.0,53.25
293940,신한알파리츠,01276594,20260528000669,사업보고서 (2026.03),20260528,OK,OK,기타,1,0,0,179,1600,0,11,,,272479,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,8.0,3.0,8.0,8.0,2.0,0.0,5.0,54.25
055550,신한지주,00382199,20260318000826,사업보고서 (2025.12),20260318,OK,OK,기타,402,328,53,1395,5316,4,254,42.88,,1848636,A,주석에서 환율노출 관련 수치 다수 확인,10.72,6.0,8.0,7.0,3.0,8.0,7.0,5.0,1.6,5.0,61.32
004080,신흥,00173795,20260319000887,사업보고서 (2025.12),20260319,OK,OK,기타,43,99,0,8,931,0,68,84.0,,274372,B,주석 수치 일부와 환율노출 키워드 확인,21.0,6.0,8.0,8.0,3.0,8.0,10.0,5.0,0.0,5.0,74.0
004770,써니전자,00138057,20260318001440,사업보고서 (2025.12),20260318,OK,OK,기타,28,37,0,36,521,0,23,90.0,,148393,B,주석 수치 일부와 환율노출 키워드 확인,22.5,6.0,8.0,8.0,3.0,8.0,10.0,5.0,0.0,5.0,75.5
403550,쏘카,01026157,20260318000788,사업보고서 (2025.12),20260318,OK,OK,기타,8,98,17,693,2301,0,88,2.88,,539027,A,주석에서 환율노출 관련 수치 다수 확인,0.72,6.0,8.0,7.0,3.0,8.0,8.0,2.0,0.0,5.0,47.72
004920,씨아이테크,00127158,20260323001571,사업보고서 (2025.12),20260323,OK,OK,기타,37,27,0,76,1109,0,16,90.0,,355335,B,주석 수치 일부와 환율노출 키워드 확인,22.5,6.0,8.0,8.0,3.0,3.0,8.0,5.0,0.0,5.0,68.5
112610,씨에스윈드,00670340,20260318001110,사업보고서 (2025.12),20260318,OK,OK,기타,220,254,6,496,2497,41,146,100.0,3.63,668684,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.0,14.46,7.0,3.0,8.0,8.0,5.0,5.0,5.0,86.46
480370,씨케이솔루션,01210677,20260320001407,사업보고서 (2025.12),20260320,OK,OK,기타,67,84,0,104,1163,11,31,,,357326,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,8.0,3.0,3.0,8.0,5.0,4.4,5.0,56.65
308170,씨티알모빌리티,00450010,20260318000736,사업보고서 (2025.12),20260318,OK,OK,기타,43,11,0,330,2084,2,48,5.7,,376103,B,주석 수치 일부와 환율노출 키워드 확인,1.43,6.0,8.0,8.0,3.0,8.0,8.0,5.0,0.8,5.0,53.22
008700,아남전자,00138516,20260312001247,사업보고서 (2025.12),20260312,OK,OK,기타,43,474,0,323,770,2,62,100.0,1.0,238662,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.0,14.85,8.0,3.0,3.0,8.0,5.0,0.8,5.0,78.65
090430,아모레퍼시픽,00583424,20260318000785,사업보고서 (2025.12),20260318,OK,OK,K뷰티/소비재,125,262,8,121,1672,0,71,,,547342,B,주석 수치 일부와 환율노출 키워드 확인,15.5,8.25,8.0,7.0,5.0,8.0,10.0,5.0,0.0,5.0,71.75
090435,아모레퍼시픽우,,,,,NO_CORP_CODE,OK,K뷰티/소비재,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,15.5,8.25,11.0,8.0,7.5,8.0,8.0,5.0,0.0,0.0,71.25
002790,아모레퍼시픽홀딩스,00154462,20260318000825,사업보고서 (2025.12),20260318,OK,OK,K뷰티/소비재,128,231,28,92,1686,1,87,47.0,,524452,B,주석 수치 일부와 환율노출 키워드 확인,11.75,8.25,8.0,7.0,5.0,8.0,10.0,5.0,0.4,5.0,68.4
002795,아모레퍼시픽홀딩스우,,,,,NO_CORP_CODE,OK,K뷰티/소비재,0,0,0,0,0,0,0,,,0,D,DART 고유번호 매칭 실패,15.5,8.25,11.0,8.0,7.5,8.0,10.0,5.0,0.0,0.0,73.25
002030,아세아,00138701,20260326000458,[기재정정]사업보고서 (2025.12),20260326,OK,OK,기타,65,120,10,236,1267,18,37,,,313244,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,61.25
183190,아세아시멘트,00990165,20260318001310,사업보고서 (2025.12),20260318,OK,OK,기타,29,124,6,381,1712,23,50,1.5,,443153,B,주석 수치 일부와 환율노출 키워드 확인,0.38,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,55.38
002310,아세아제지,00138729,20260318001362,사업보고서 (2025.12),20260318,OK,OK,기타,70,88,16,343,1620,2,66,,,440756,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,10.0,5.0,0.8,5.0,59.05
012170,아센디오,00145437,20260318001629,사업보고서 (2025.12),20260318,OK,OK,기타,44,48,2,24,1097,2,49,70.0,,312622,B,주석 수치 일부와 환율노출 키워드 확인,17.5,6.0,8.0,7.0,3.0,3.0,8.0,2.0,0.8,5.0,60.3
267850,아시아나IDT,00458234,20260317000731,사업보고서 (2025.12),20260317,OK,OK,수입원가부담,201,31,9,42,470,3,49,,,193692,B,주석 수치 일부와 환율노출 키워드 확인,5.0,5.25,8.0,7.0,0.0,8.0,8.0,5.0,1.2,5.0,52.45
020560,아시아나항공,00138792,20260318001045,사업보고서 (2025.12),20260318,OK,OK,수입원가부담,450,86,16,277,2006,8,72,1.15,,573168,A,주석에서 환율노출 관련 수치 다수 확인,0.29,5.25,8.0,7.0,0.0,3.0,8.0,5.0,3.2,5.0,44.74
122900,아이마켓코리아,00360142,20260319000859,사업보고서 (2025.12),20260319,OK,OK,기타,72,142,19,194,1677,2,84,80.0,,474654,A,주석에서 환율노출 관련 수치 다수 확인,20.0,6.0,8.0,7.0,3.0,8.0,10.0,5.0,0.8,5.0,72.8
010780,아이에스동서,00115977,20260318001565,사업보고서 (2025.12),20260318,OK,OK,기타,50,140,13,450,2609,48,73,,,644495,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,61.25
031820,아이티센씨티에스,00186559,20260323001544,사업보고서 (2025.12),20260323,OK,OK,기타,16,119,20,174,1778,14,61,1.0,,478993,A,주석에서 환율노출 관련 수치 다수 확인,0.25,6.0,8.0,7.0,3.0,8.0,7.0,5.0,5.0,5.0,54.25
139990,아주스틸,00486705,20260318001296,사업보고서 (2025.12),20260318,OK,OK,기타,162,241,26,308,2332,20,105,20.0,,569515,A,주석에서 환율노출 관련 수치 다수 확인,5.0,6.0,8.0,7.0,3.0,3.0,8.0,5.0,5.0,5.0,55.0
009320,아진전자부품,00111689,20260323001496,사업보고서 (2025.12),20260323,OK,OK,기타,69,92,5,92,1278,0,49,100.0,,322691,A,주석에서 환율노출 관련 수치 다수 확인,25.0,6.0,8.0,7.0,3.0,8.0,10.0,5.0,0.0,5.0,77.0
001780,알루코,00117027,20260318001554,사업보고서 (2025.12),20260318,OK,OK,기타,118,135,8,230,2246,16,84,,,486499,B,주석 수치 일부와 환율노출 키워드 확인,6.25,6.0,8.0,7.0,3.0,8.0,8.0,5.0,5.0,5.0,61.25
018250,애경산업,00139454,20260318001405,사업보고서 (2025.12),20260318,OK,OK,기타,76,66,0,202,1603,4,166,68.0,,437974,B,주석 수치 일부와 환율노출 키워드 확인,17.0,6.0,8.0,8.0,3.0,3.0,8.0,5.0,1.6,5.0,64.6
